reset,resolution,x,y,z
4fc,13,47356,51713,49925
801,11,49665,50949,60156
305,0,56069,60668,49154
2fc,15,63740,46594,14597
002,11,30722,8454,12028
b06,5,16134,8444,46594
afc,2,6908,48130,23814
a02,12,47106,32006,16636
d06,3,22278,23292,59394
afd,8,29948,58882,19718
602,15,2,14598,41212
d06,7,15110,43772,59394
8fc,10,41212,60418,36102
e02,13,58882,35078,48380
306,11,38662,49404,56322
cfc,14,52476,57858,42246
c02,14,65026,23815,4860
f07,9,29959,4860,59906
2fc,2,5372,59394,43783
6fc,2,prev,prev,62215
603,13,58882,64263,18684
d07,1,5383,23292,60419
cfc,9,31485,2562,64775
003,15,58883,4359,42236
707,1,10503,44285,1539
6fd,11,47869,1027,12039
603,1,2563,8455,51965
f07,3,13575,51965,9731
2fd,15,55549,9731,26375
c03,15,6659,36103,62716
107,11,46855,56061,4099
efd,15,62717,4099,39175
803,2,3075,41223,65277
908,11,33032,9469,2563
8fd,1,3837,1027,57608
804,1,2051,57608,11005
508,5,9991,62716,64516
0fd,4,1276,65028,22792
a03,3,3076,11016,21245
508,0,62216,23805,17924
6fd,7,17661,13315,62216
404,2,2052,3848,35069
108,1,264,45309,12804
6fd,11,45309,6660,24328
604,2,6148,29960,47869
908,3,25864,47356,65028
8fd,14,64764,64516,37640
004,2,3076,47368,56061
708,8,41224,59645,11268
0fd,0,65277,11268,41737
204,2,13316,36105,3325
f09,15,47369,3837,5636
2fd,2,3837,6149,777
a05,2,8709,4361,10493
f09,1,4873,14589,8197
4fd,4,15101,8709,13065
805,4,1541,27401,16637
89a,7,32521,530,13398
93e,12,48350,61609,37158
cfd,0,42505,52413,36864
a05,3,14853,23817,15613
909,4,24329,22269,13829
afd,6,27901,13829,25353
c05,3,18949,40201,20733
709,12,49417,30461,10245
2fd,9,33533,13829,50953
605,3,22021,47369,39165
109,15,62217,38141,14853
cfd,10,42237,16390,1801
206,2,11270,8457,42237
709,3,12553,46845,11270
2fd,12,51965,12294,8969
406,4,6662,25353,48893
f09,5,19209,58621,22534
cfd,13,60157,22022,29961
c06,4,19974,32521,59133
b09,13,56073,44285,16390
8fd,12,50429,12806,60681
607,4,12295,2825,57597
70a,13,1289,63229,22534
afd,15,4349,20998,58121
007,4,20998,57609,61693
30a,1,265,65277,19463
efd,0,3325,22535,11018
407,6,24071,13578,4861
30a,6,14602,6909,18439
4fd,5,8956,63495,26378
e07,3,5127,39690,14077
90a,13,46858,15613,31751
6fd,2,4349,24071,58122
207,6,19464,3338,9981
90a,10,60170,17661,26119
afd,4,22781,23559,50442
208,5,24071,58634,22269
90a,1,6410,17149,25096
efd,4,20733,29192,5898
a08,6,28168,7946,19197
f0a,5,11018,19709,24584
afd,3,17149,26120,29450
208,4,12296,18698,29949
50a,11,32522,22781,16392
4fd,6,21757,22536,41226
408,6,23048,45322,21245
f0a,13,49930,23805,27144
0fd,6,29437,24585,2314
409,7,31241,778,28925
f0a,1,4362,27901,27657
4fd,5,27389,20489,23306
209,7,24073,24330,23805
b0a,5,22794,26877,27145
4fd,7,27389,27145,23818
e09,5,31241,23818,27901
70a,9,39178,25341,26633
2fd,6,26877,32777,36618
e09,6,25609,51466,20221
90a,7,40714,25853,30729
afd,6,31485,26633,46346
00a,9,27658,1802,28925
10a,2,3850,35581,28170
efd,5,29949,30730,6922
80a,6,22026,14602,20221
30a,5,14602,22269,30218
afd,6,29437,28170,22794
00a,5,24586,35594,19709
70a,8,40714,23805,14346
4fd,7,30973,19978,39690
a0a,6,25610,46346,23293
30a,14,58634,20733,31754
cfd,8,27389,18442,40714
c0a,7,26634,43786,28413
70a,15,55050,20733,31242
0fd,4,20221,35339,778
00b,6,36363,6922,11517
70a,2,3850,21757,32267
afd,4,24829,35851,16650
a0b,8,34315,21770,21245
30a,6,20234,21245,37899
afd,3,17661,38923,30986
a0b,9,39947,29962,14589
10a,13,29962,13565,27659
6fd,1,4861,28171,53002
80b,8,36363,31498,13053
b0a,7,34058,12029,36875
4fd,3,16125,35339,48906
c0c,10,40971,64266,11517
70a,2,6410,7933,41484
afd,15,5373,38412,18697
a0c,9,38924,18697,64253
709,5,18186,2813,34316
0fd,0,64765,27660,26378
80c,8,24076,35081,62205
709,11,39178,253,29708
2fd,14,59645,32780,47369
c0c,10,40972,41737,51453
d0a,9,40201,55549,30220
0fd,14,253,31244,55049
00d,9,33293,7433,52477
d09,2,12041,52989,42509
2fd,12,54525,41997,11017
c0d,8,33293,24329,44285
109,8,34057,36605,36877
8fd,9,39677,37389,34057
40d,7,41997,33545,37117
509,2,25865,47357,25613
afd,10,55037,33805,22281
60d,10,38925,34057,35069
509,11,45321,31485,51213
8fd,6,30973,48653,54537
80d,12,42510,3337,20221
b09,14,58633,25853,39437
0fd,4,23805,44045,59145
00d,12,48141,57609,14077
109,0,54537,15101,44558
efd,0,10493,43534,6921
60e,10,41486,40712,48893
109,5,30984,62205,49166
afd,15,2301,49166,18696
c0e,9,38414,34056,60157
108,9,34056,57597,46606
4fd,13,56061,45070,47880
00e,11,47118,43784,56061
f08,12,52488,47869,44558
2fd,8,48381,52239,4360
40f,11,48655,8456,39165
d08,0,3848,42749,48143
0fd,9,40701,57358,61192
80e,13,61454,63240,28413
b08,15,65288,31485,47118
0fd,7,32509,51215,1288
c0f,12,47119,7944,23805
708,1,3336,21757,52239
4fd,4,23805,49679,16648
00f,13,51727,20232,18173
908,4,27912,16125,58383
cfd,2,20221,57871,25352
80f,12,55823,30984,7421
307,10,31496,5373,51727
4fd,14,64253,49167,47879
c0f,12,56847,48391,54525
707,14,58119,47357,55823
2fd,11,45309,59919,60679
a0f,14,58383,62727,41725
b07,12,49927,41725,61967
2fd,9,41725,57871,63239
810,10,56336,1799,32509
107,15,3847,34557,32271
0fd,6,37117,42512,4871
610,13,50192,20743,19197
507,6,21767,20221,57360
efd,1,12029,59920,29959
e10,15,57872,33031,4349
b06,9,32519,4861,55824
efd,13,58621,54800,48390
c10,14,59920,30982,59133
d06,3,26886,59133,62992
2fd,12,58109,57872,33030
c10,14,57872,53510,43773
306,10,52998,39166,528
2fd,8,39677,57872,47366
c10,14,57872,52486,25341
306,13,53510,26365,61968
afe,3,22269,61968,56070
010,1,3600,49926,17150
906,12,48902,18174,5648
2fd,3,19198,528,65286
a11,11,63505,3334,4349
d05,2,8966,2301,58385
6fd,13,63741,58385,11525
411,13,52753,24325,45821
b05,4,27397,45821,55825
4fe,11,47870,17,13573
611,15,1040,63749,51453
705,5,11525,38653,63505
afd,6,29949,62993,29445
e11,15,60433,37125,21757
b05,5,27909,21757,64529
0fd,2,20222,5137,30469
011,15,63505,29957,6397
505,10,34565,1789,58897
cfd,15,765,61969,38660
811,15,64017,36100,63741
d04,8,30468,62717,57361
afe,11,52477,60945,30468
c11,0,4113,24836,49918
304,7,28420,47870,4113
2fe,9,41726,3601,41732
211,15,4113,46852,33021
d04,13,57092,24830,529
4fe,4,21246,3601,51972
212,0,3601,57604,11006
304,14,3332,2302,4625
cfe,15,4862,6673,58627
211,1,5137,58115,62718
b03,14,61699,57598,3089
0fe,9,52478,10258,8451
a11,1,9746,259,40702
503,15,63235,41214,17
6fe,8,35582,3601,55555
611,2,3601,50435,29950
903,11,45315,27902,10257
6fe,3,20222,5649,54019
611,2,7697,57091,11518
903,13,49411,9982,9233
0fe,1,2814,7185,51459
c11,1,9745,48387,254
f02,13,56066,62206,7697
8fe,11,58110,1553,56066
a11,2,14353,55554,33534
f02,14,56066,34046,8209
0fd,7,30462,3090,258
c11,15,64530,5378,22781
302,0,63234,22269,63506
8fe,3,18685,59922,770
811,1,2577,64770,11006
102,0,51458,8445,64530
efe,15,2814,1042,9473
c12,0,7186,5889,56062
d01,13,257,56062,1041
0fe,13,55550,6673,50945
611,0,8209,63745,43774
b01,1,64257,42237,59922
4fe,7,34558,3090,769
a11,1,3089,64257,26366
301,13,61185,26878,6673
cfe,1,20221,64530,3329
212,0,3089,60673,7934
f01,0,1281,6398,5138
0fe,0,3838,9233,61697
e11,3,9233,64768,63230
700,13,51456,61694,15377
afe,11,55038,10257,64768
e11,2,14865,65280,43262
f00,15,63232,39166,13329
cfd,5,35070,10769,51968
811,15,58897,40704,33021
100,14,49408,22782,3089
efe,2,16638,7185,57600
a11,2,10257,57600,4862
1ff,12,55552,4862,9233
efe,13,65278,9233,56319
a11,1,6673,57855,50942
1ff,13,58367,51454,10769
0fe,10,46334,11793,52223
611,3,15889,45567,41214
1ff,9,41471,36094,15889
4fe,5,29950,7697,46079
611,4,12817,33279,23806
3ff,7,19455,27390,14353
cfe,3,20222,14353,33791
211,3,13329,34815,11006
bff,5,30719,6398,19473
812,15,254,19985,23550
0a9,15,13398,30874,48350
bbd,14,37158,51545,18761
ffe,6,36864,3326,18449
4fe,12,51966,13841,29694
011,5,17937,25086,52990
5fe,0,1022,52990,16913
8fe,11,48894,22544,63486
a11,4,21008,63486,38654
3fe,2,8190,29438,16913
afe,5,25342,21009,6142
e11,4,20497,4606,19710
dfe,0,2046,15102,18449
2fe,1,6398,18448,59902
410,5,23568,54270,6398
ffd,13,55805,64254,24080
2fe,14,56062,28688,55293
210,6,36368,56829,43774
bfd,13,63485,38142,21008
4fe,11,44286,5136,52221
610,5,13328,41469,42750
9fd,8,29693,37630,19984
4fe,4,27390,17936,37373
410,6,21008,34301,19198
bfd,9,28157,20734,12304
efe,2,9470,17424,31229
410,2,9744,30717,8958
1fd,6,43517,1790,14864
8fe,1,3838,16912,9213
610,4,18960,6653,4350
3fc,4,12284,62718,34832
6fe,12,43262,35856,10236
810,7,29200,11260,52990
5fc,0,5628,52478,32272
4fe,9,43262,31248,3068
20f,8,32271,65020,37630
3fc,11,53756,37630,32783
6fe,7,32510,25103,51708
80f,7,25615,54268,23806
1fc,11,56316,19198,34831
6fe,2,15102,34319,41468
00f,9,29711,37884,13054
7fb,7,25596,14590,40975
8fe,15,63742,37903,37371
c0f,9,39439,31740,254
bfb,8,32251,63230,36367
4fe,13,57598,35343,29691
60f,10,42511,8699,58110
ffb,1,3579,50942,35343
efe,10,44798,36879,6139
60f,6,31247,3067,45310
bfb,3,15867,38142,29199
cfe,8,36606,29199,15355
c0e,9,33295,4091,33534
bfb,12,58363,31998,41998
2fe,6,30462,39950,50171
a0e,9,39950,46075,19198
3fb,11,43003,19710,35854
cfe,4,15614,40974,29691
e0e,12,40974,30715,14078
dfb,9,37370,63742,47630
6fe,1,3326,44046,29691
80e,9,41486,31227,3838
1fa,6,25595,254,36366
2fe,14,62206,34318,22522
60e,10,40974,14842,60158
ffa,2,6138,58622,32782
4fe,12,50942,34318,6138
a0d,11,41485,61946,48382
ffa,13,64506,38142,47629
4fe,12,45822,51213,44026
c0d,10,44557,18426,61694
bfa,6,22010,51966,41997
8fe,10,46334,44045,23546
c0d,7,31757,27642,44798
5fa,6,35834,36094,36365
6fe,7,30974,37901,17402
60d,11,41485,20986,23806
5fa,3,17914,23806,47117
efe,6,22270,47628,57850
40c,10,40972,53242,26878
1fa,13,62970,24318,44044
8fe,6,25854,41484,45050
60c,9,33292,42490,28414
5fa,13,50170,19198,35852
cfe,1,11518,38924,55802
80c,9,43532,52218,6910
1fa,10,47610,2814,40972
efe,1,3326,47628,26106
80c,13,51212,16890,5374
dfa,0,12282,5886,53772
4fe,1,4350,50188,506
a0c,9,47116,4089,62206
9f9,2,11257,58110,41996
4fe,14,57598,49675,61945
20b,13,53771,56313,57598
bf9,15,47609,58110,42507
0fe,12,47870,45067,61433
a0b,10,45579,56313,49406
df9,11,61433,44286,44043
2fe,12,47870,50699,36345
20b,12,53771,19449,48382
ff9,3,19961,47870,50699
afe,12,45822,53770,65529
c0a,12,57354,61433,54526
5f9,0,65017,49406,51211
cfe,11,48382,51723,2553
a0a,14,56842,46073,51454
df9,8,43513,51966,62474
afe,11,53502,58890,41977
a0a,12,50698,49657,45310
ff9,8,52217,41726,56842
efe,10,45310,54794,24057
80a,11,52234,20473,43774
9f9,4,24569,38654,47626
cfe,9,42750,48138,12281
809,11,53770,16889,40702
ff9,14,62457,54014,54793
cfe,10,49918,57866,1529
409,13,56841,60409,45822
3f9,13,61433,42750,56329
afe,9,44286,53257,56825
e09,14,53769,55801,37630
9f9,11,47609,38654,56841
efe,10,35583,521,29177
c09,15,63497,28153,45822
7f9,4,19961,49918,64009
afe,11,51966,57865,24569
209,0,60937,18425,47871
bf9,1,11769,51966,64009
0ff,12,51454,61449,9721
408,0,9,3065,51967
df9,13,60409,53503,520
aff,13,52991,520,50169
008,1,4104,39929,57599
9f9,7,37881,57599,6664
2ff,14,58623,3592,30713
408,1,4616,35321,60671
7f9,5,31737,61695,3592
8ff,15,63231,6152,13817
607,3,8711,64506,2303
ffa,12,54266,5375,14343
4ff,1,3327,10247,52730
607,2,8711,62970,1279
9f9,0,62969,63743,8712
eff,0,60671,13831,55290
c07,1,6151,45050,5375
dfa,7,38394,5375,8199
8ff,1,6399,6663,22010
e07,1,5127,26106,4351
bfa,3,11770,8959,3079
aff,2,6399,7175,7674
eff,15,prev,prev,13817
007,2,10247,12794,7935
bfa,15,6138,14591,10246
6ff,4,13055,10758,57850
c06,2,9222,56826,21247
ffa,13,61946,21759,13318
0ff,6,22271,17926,54266
e06,2,14342,43514,28415
9fa,7,41978,28415,16390
2ff,7,30975,15878,29690
006,4,10758,38906,24319
7fa,1,28666,30463,18950
cff,10,41727,19462,2042
406,3,14854,3066,45823
3fa,0,4090,47871,17926
aff,11,48895,19461,59898
205,5,18437,52218,50431
9fa,15,47610,51455,25093
eff,12,41215,19973,58362
005,5,19973,48634,57087
ffa,9,45050,58623,20485
4ff,14,60671,18437,39418
c05,4,21509,30202,62207
1fb,7,30715,255,21509
8ff,2,6911,18437,33275
205,3,14853,31227,10495
9fb,6,34811,9471,19461
0ff,3,12543,24581,17915
a05,4,11781,29179,7935
5fb,1,17403,17663,22533
6ff,5,21759,24069,6651
604,7,24580,65019,27903
3fb,12,53755,32511,32772
cff,8,33535,32772,53243
204,7,35844,50683,34047
1fb,12,60923,31487,28164
4ff,11,40703,35844,40955
c04,7,32260,51195,42751
bfb,10,48635,46847,30724
0ff,13,52991,36868,41467
804,8,34820,42491,52991
1fc,6,34811,60671,33284
aff,15,1279,47108,13307
004,9,42500,17404,1279
3fc,4,24060,1279,38916
4ff,1,1279,31236,24572
204,9,36868,11260,13055
bfc,15,2556,16639,35331
aff,4,18175,33284,2044
603,7,15875,62972,29951
5fc,11,47100,31487,33795
6ff,4,29439,45059,58364
a03,9,40963,57340,29951
5fc,12,50172,41727,34819
8ff,11,46335,33795,56316
a03,6,28163,65020,43775
dfc,12,59900,50943,29699
8ff,2,57087,17411,28157
e03,8,28163,24573,6911
7fd,5,26621,3327,39939
eff,15,4863,35331,24060
603,5,36355,21501,2303
7fd,1,12285,22783,39939
aff,6,26879,55810,65021
003,10,50179,3069,26367
5fd,2,11773,27391,40451
6ff,7,31487,36867,15357
203,12,39427,13821,33535
dfd,0,10237,26879,35843
2ff,11,37631,33283,6653
e03,8,31747,3581,48383
7fd,14,4605,51967,43522
4ff,14,54527,46082,52221
a02,11,47618,43517,65279
7fe,11,41982,7423,46082
6ff,3,9471,48642,41982
602,11,44546,41982,15615
5fe,8,47614,21247,49154
6ff,6,27391,49666,35326
002,10,44034,36862,30975
5fe,9,40446,36607,54786
4ff,7,25855,43522,47102
402,8,44034,46078,39167
5fe,6,29182,52479,41474
2ff,13,50943,45058,24062
e02,13,58370,28158,47359
1fe,4,16382,60159,52226
4ff,15,63231,44546,19454
e02,12,47618,23551,7935
fff,4,22527,14079,52226
4ff,4,11519,55810,9727
402,8,53762,11263,18175
9ff,0,2047,34047,43522
cff,8,32511,49666,5119
402,13,53762,3583,34047
fff,15,4095,40191,57857
0ff,10,40703,57857,61951
402,14,56834,1535,44799
7ff,0,3071,47871,56834
6ff,13,52991,60930,1023
402,14,58370,7679,58623
d00,14,2304,1279,60929
012,15,5632,9730,4095
0a9,15,13398,30874,48350
bbd,14,37158,51571,60745
7ff,0,36864,3072,3074
6ff,4,64767,50689,61184
801,12,39937,53504,34047
d00,14,56064,27903,61953
aff,8,28672,2561,64256
402,0,64513,65280,41472
300,0,2304,46335,64002
eff,11,46847,65025,64256
801,15,64001,63232,53503
f00,15,65280,54272,1537
000,1,62464,1537,63233
801,0,513,59137,5120
501,15,61697,8704,4097
200,4,13824,6145,62721
a01,1,7169,65281,24576
f01,14,64769,26112,8193
400,5,29184,20993,65281
601,2,10241,65281,33792
101,14,63745,43008,9729
e00,11,46592,6145,54017
001,1,4609,54529,54784
d01,0,61185,57599,65026
e00,0,59904,1026,4354
201,2,5634,3330,6656
f02,15,58626,9728,4609
000,4,7680,3073,63746
401,2,1,62722,22528
102,14,60674,27136,9729
a00,7,31232,9729,54530
401,3,11777,57090,37376
302,15,58114,41984,7681
000,12,44544,8194,2306
202,1,5634,770,54272
d02,1,2306,60928,1538
600,15,60928,3586,2818
e02,0,1,63747,2560
103,1,1795,5632,6658
800,4,12288,11266,3331
c01,1,7682,4355,19968
503,0,60163,26112,8706
400,8,29184,8706,7939
a02,3,8706,6403,32256
503,3,15107,29696,11266
800,10,37376,10242,14083
002,3,12290,14083,50176
303,4,14595,56832,10242
c00,15,58880,10242,15107
002,3,13826,3844,13312
504,3,8452,13312,12290
000,4,14336,13314,15620
c02,4,16386,12036,20480
304,8,32516,5632,15874
0ff,6,17920,11778,40708
c02,0,59906,34564,43520
504,6,27396,50176,11266
a00,13,48128,21506,14084
e02,3,20482,18692,56832
f04,9,28932,59904,13826
600,14,61952,13826,46340
602,5,16898,45829,512
f05,7,40197,9216,23042
c00,3,10752,16898,33541
802,3,17922,36101,17408
505,12,42757,17920,18946
a00,6,19968,22018,44805
402,6,27650,31493,39936
505,6,28933,43008,26114
800,12,47616,26114,23301
402,7,27138,27397,53760
106,9,43781,55296,17410
400,15,2560,14338,53509
c03,4,18434,62213,62976
905,4,6917,61440,13827
000,1,61440,16387,11526
003,8,29699,3846,17408
f06,4,4358,13824,24067
600,2,11776,21507,32006
403,3,20483,36614,18432
f06,6,15622,33792,14851
600,6,25600,18947,40198
403,5,24067,44806,35840
506,10,53510,32256,20995
600,12,36352,24579,31494
c03,5,29187,19206,60928
906,9,28934,59904,19459
000,0,60416,18435,42759
203,7,31235,31495,13312
d07,10,34567,13312,24579
e00,2,10240,25091,55559
e03,6,23044,6407,9728
f07,14,64263,21504,9219
000,9,37376,18436,6407
204,8,31748,7943,39424
707,6,13575,38400,25092
000,10,36864,27140,31495
004,9,36868,16647,48128
f07,5,15111,46080,38404
000,13,45056,35844,29447
804,8,39428,33031,56832
307,9,39687,56320,35332
400,1,61952,35844,32008
404,6,27140,45832,4096
307,1,55560,1024,24581
a00,1,64000,24581,1800
004,8,30212,56584,15360
108,1,58120,20480,31749
000,5,15872,34309,11016
605,8,34309,8968,24064
b08,2,6408,26112,36357
800,7,30720,32261,12552
405,8,27141,27912,28672
b08,3,21256,34304,17925
400,10,47104,24581,24328
a05,6,26117,40712,38400
b08,10,42760,39936,30725
600,11,44544,25093,55560
605,6,28677,47368,52736
108,15,51976,51200,27141
400,13,46592,27653,59656
006,5,28165,57608,61440
108,6,9480,59904,15878
200,15,59392,20998,26888
606,7,25094,18185,512
f09,3,15625,4608,29190
600,0,3584,26118,25865
c06,7,27142,22793,9728
509,9,20745,14336,22534
000,4,8704,25606,38665
406,8,29190,35081,20480
909,11,36105,25600,29190
e00,5,22528,29702,53001
406,8,28166,55049,25088
d09,15,63241,30720,37382
c00,6,31232,29191,12553
207,7,24071,16137,27136
509,6,13577,31744,41991
e00,6,20480,37383,28937
007,9,42503,14601,39424
d09,7,23305,38912,39943
400,11,41472,41479,36105
007,7,29703,44809,50176
909,15,50953,48640,31239
a00,9,44544,31752,11017
e08,7,32776,16649,40960
509,7,23817,41984,29704
c00,11,38912,33800,21769
a08,9,32776,19721,54784
909,5,19209,54784,38920
400,13,55296,36872,21769
208,10,41480,22281,56320
109,14,39177,53760,38408
c00,13,50688,45064,46857
e08,10,49160,48905,57856
309,14,51977,56832,43528
a00,13,56832,39432,63753
e08,9,32777,777,60416
b09,1,58633,64512,38921
e00,13,53248,31241,20745
a09,10,36361,35081,61440
b09,8,32521,65024,38921
e00,14,64512,40457,35081
009,9,35337,49417,57344
b09,12,54025,60416,34825
a00,13,61440,29193,61705
60a,9,33802,3849,57344
509,15,1801,61440,46089
200,0,60416,44554,266
00a,9,42506,10505,65024
709,9,19721,61440,27146
000,14,52736,37898,33545
20a,8,39946,29449,57856
d09,10,36105,59904,31242
400,13,57344,34826,46345
e0a,9,40970,34057,59904
d09,11,38153,55808,39946
400,14,56320,37898,61705
c0b,9,41995,4873,57856
309,2,6409,54272,38411
600,12,49664,41995,10505
60b,9,39435,15625,52736
d09,7,29961,50688,44555
a00,13,53248,45579,30985
20b,11,38411,38665,53760
b09,9,32009,54784,39947
a00,11,51712,40459,46345
a0b,11,39435,48905,47104
509,15,50441,46592,42507
600,10,41984,40972,4361
20c,11,44555,59657,45056
909,2,777,42496,44556
600,8,34816,43532,13065
80c,9,39436,19721,32256
d09,4,21257,36352,44044
800,8,35840,39948,25353
00c,11,50188,32521,20992
509,10,34057,28160,42508
600,6,27648,41996,44297
40c,11,46092,32521,28672
909,10,29449,31232,41996
800,5,26624,40460,51465
e0c,8,43532,49929,21504
d09,2,56585,17920,33805
200,3,10752,37901,11529
40d,8,38413,7433,15872
909,4,20745,10752,30221
400,3,15360,36877,18697
c0d,10,37901,16137,11264
909,5,12041,13824,39437
200,0,5632,38925,27913
a0d,8,40973,22281,4096
909,7,27913,1024,37901
a00,0,1536,40973,34569
40d,10,34317,46856,60928
108,10,47368,59904,44557
a00,12,54784,43021,45320
a0d,8,32270,1288,45056
508,14,57096,51712,35341
000,10,45568,37390,264
00e,11,40461,65288,38912
308,2,1800,37888,37390
e00,8,34816,36366,7432
00e,10,44558,6920,35840
708,3,12040,31744,43022
200,5,24576,42510,16648
e0e,8,38414,30984,20992
908,8,30984,18432,36366
c00,3,15872,33806,44296
c0e,9,30734,48392,12288
507,15,50440,2560,44046
800,15,52736,43022,48391
20e,9,40974,49928,3072
108,11,40200,6656,34830
400,1,1536,37390,46856
a0f,7,31758,61191,64512
f07,1,1799,57344,31759
e00,11,53760,33807,9991
a0f,6,31247,15111,44544
307,6,18695,39936,26639
a00,8,36864,27151,25863
a0f,5,15375,22791,40448
707,7,30471,36864,35855
a00,6,25088,30735,26887
60f,8,37903,19719,30208
d07,6,19719,25600,31759
200,3,21504,26639,50951
40f,6,23567,60167,9216
f06,13,62727,4096,31759
800,14,62464,32783,55558
c0f,5,29711,58630,56832
906,1,65286,52736,32784
000,11,39936,32784,7430
20f,8,33807,59142,47616
89a,7,65286,42002,13398
88e,3,48350,61609,37497
c00,0,37514,2749,36864
e10,8,32784,4358,36864
706,15,4870,35328,36367
800,8,36352,33808,3334
010,7,27664,9990,28672
506,2,12550,28672,31760
a00,3,26112,48656,7430
010,6,38416,11014,10240
306,2,14598,15872,29200
800,2,13312,31248,8454
810,10,35344,3334,0
906,4,3846,4608,38416
c00,0,2048,14352,23302
610,7,25104,22789,62464
b05,8,26373,52736,32784
c00,9,47616,26640,45829
010,6,25104,47877,35328
705,11,57605,28672,31760
000,7,34816,37904,47365
610,7,34320,49413,28160
105,14,52997,23552,33296
a00,2,16384,30224,57605
210,10,31248,51461,11776
f04,0,54020,58368,36881
400,12,43008,28177,2308
c10,7,37904,48900,54784
304,14,47364,49664,20496
400,11,48128,25104,60676
e11,6,25617,3332,35328
504,15,772,32256,30736
e00,6,31744,30225,260
e11,6,29201,1284,24576
504,5,22276,2560,25105
200,2,5632,25105,15108
211,5,28689,11524,6144
303,5,22275,62976,20497
000,15,57344,28689,3331
011,7,24081,13571,53760
b03,0,13059,49152,25617
800,12,52224,31760,65283
c10,8,29713,2307,46592
703,14,53507,43520,24080
200,10,35328,18960,48387
c10,6,24080,48899,36864
103,1,52995,31232,16401
600,3,17920,18961,11011
c11,6,26129,2819,7168
102,4,9986,64512,26129
800,15,60416,30737,2306
811,6,25617,3330,58880
f02,14,14594,54784,35344
800,12,56832,30224,60674
e10,6,26640,64770,41472
502,1,65282,39936,17425
600,7,33280,20497,6402
211,5,23057,6402,27136
102,2,3842,20992,19985
200,3,15872,23057,12034
011,5,26129,12546,9216
502,2,20226,3584,29713
800,15,7680,22033,13057
611,4,18961,17665,57344
f01,4,25345,56832,17425
c00,11,54272,9233,27905
011,4,8721,35073,35328
301,5,30977,37888,18449
600,8,37376,22545,3329
410,2,23056,62721,27136
d01,15,63745,28672,10256
600,3,20480,10257,14081
611,6,26129,17152,64000
501,0,7937,6144,25617
a00,0,8192,23057,5889
811,8,22545,4352,64000
f00,15,5376,47104,29712
a00,13,51712,28688,55040
a10,5,29200,51968,55808
500,10,55040,48640,24592
600,9,50176,17424,51456
211,5,29713,1280,14848
b00,15,3840,20480,21520
800,4,23552,19472,64256
811,4,16401,7936,14848
100,0,9984,12800,22033
600,0,8192,16913,1280
600,14,prev,prev,64511
e10,5,37392,53247,46592
9ff,12,60927,43520,25104
600,10,44032,23056,57343
a10,3,3088,50687,50176
1ff,12,46079,47104,11280
000,7,36864,8208,54783
410,5,16400,48127,27136
3ff,8,40447,22016,24592
400,4,19968,26128,28159
810,3,21520,49150,57856
bfe,9,50686,59392,13328
000,0,62464,17424,25599
410,4,22032,8191,0
7fe,4,4606,55296,27664
c00,8,34816,15888,24574
610,3,11792,24574,36864
7fe,1,15358,40448,10256
000,9,40448,13327,62462
a10,1,9231,62462,31232
7fe,0,6654,26624,9744
a00,3,21504,10767,63486
810,3,13327,64510,9728
dfe,14,3070,4096,14863
400,0,5120,13839,58878
20f,3,15375,51198,2048
3fd,11,44029,63488,17935
600,12,47616,22031,36349
40f,4,20495,36349,47104
bfd,7,33789,46080,13839
e00,8,39936,12815,33789
20f,3,14351,29693,36352
5fd,2,30205,32256,24079
000,7,32768,22543,6141
c0f,4,19983,13821,23552
dfd,0,6141,24064,21007
000,3,18432,20495,3069
80e,2,5135,4093,16384
7fd,15,63485,13312,12302
400,1,5632,13326,58365
e0f,2,10254,65532,60416
3fc,13,2556,57344,15374
e00,13,57344,15886,46076
e0e,3,13326,37372,55296
bfc,7,33276,51712,11790
400,10,47616,8718,36860
60e,2,15886,16892,46080
3fc,7,25596,39424,11278
000,8,31744,13326,23036
a0e,4,16398,10748,36352
dfc,2,10748,31232,11278
400,6,28160,7694,9212
e0e,1,7694,8188,18432
dfc,15,3068,16384,7693
600,4,18944,3085,63484
c0d,0,3597,63996,11776
3fc,0,65532,6656,3598
400,1,3584,8205,55292
40d,0,4109,50172,3072
7fb,10,50171,65024,5133
400,12,64512,16909,40955
20d,2,12301,29179,57344
3fb,5,21499,55296,11789
e00,13,54784,8717,15355
e0d,1,5645,2555,60416
7fb,2,9211,52736,9229
600,11,45056,9741,5627
00d,1,6669,5627,43008
dfb,15,5115,39424,9228
e00,8,35328,14860,56315
a0c,2,15372,53755,33792
7fb,11,47611,33792,10252
600,6,28160,8716,54267
c0c,1,4620,53755,23552
ffb,13,47611,24319,62988
800,4,15360,12,46587
20c,1,2572,34299,22016
9fb,7,28667,17920,13836
000,3,9216,7692,25595
80c,0,6156,26107,10752
7fb,5,27131,7168,5132
400,3,9216,9740,14331
a0b,3,8715,62971,14848
dfb,8,42491,15872,11275
800,1,9728,7691,36347
a0b,1,8715,36347,5120
1fa,10,42491,512,5131
8ff,14,61952,2059,39930
a0b,14,64011,37370,56063
bfa,6,32762,58623,63499
000,0,57856,8715,11771
a0b,1,9739,13307,512
bfa,2,14843,0,6155
600,15,62976,8715,6650
a0a,1,2571,9722,57856
9fa,11,61434,61952,5130
600,15,63488,5130,40442
a0a,15,7178,31738,62719
