reset,resolution,x,y,z
f02,8,62252,50173,32514
d02,1,8748,50173,54275
402,7,25900,50174,1027
603,5,52780,50174,9475
404,6,30508,50174,27651
304,12,10028,50174,39939
304,14,35628,50174,16643
c03,2,1836,50173,14083
b04,3,58412,50172,64514
304,15,14124,50173,12544
704,0,37420,50173,32768
602,4,26924,50174,28416
600,3,13356,50428,3074
100,1,17452,50428,19971
101,3,44332,50429,9475
b03,10,60460,50429,26112
103,15,41004,50427,59391
302,13,48172,50427,9216
602,7,14124,50426,14335
902,12,64044,50427,19712
002,3,32300,50429,2817
802,9,45612,50429,54017
103,5,57388,50430,39682
a03,11,300,50431,40450
403,13,21548,50176,6658
403,9,22060,50430,61442
501,12,20268,50428,29186
b02,15,34092,50428,48898
703,14,23340,50428,14338
c03,9,6700,50427,57346
d04,15,63788,50428,17410
404,0,5420,50685,59139
e04,7,300,50686,17666
502,13,6700,50686,18691
604,7,53036,50685,18178
602,10,11052,50682,45822
c03,1,11308,50683,18177
204,7,55340,50684,40958
904,13,37932,50684,2816
204,7,3628,50685,3585
a04,6,40236,50685,49921
504,11,40748,50686,33793
a03,3,20524,50687,3586
702,15,41772,50687,4610
801,7,34092,50685,59395
c01,13,52524,50684,36098
a01,1,19244,50684,1538
a00,15,12332,50682,53760
e01,1,59692,50681,62208
804,8,24876,50682,62462
703,6,3884,50686,14335
100,15,52780,50941,44545
1fe,15,20268,50939,35586
1fc,12,57644,50937,13314
900,1,48940,50938,56576
404,13,31020,50942,50685
c03,6,18476,50943,60671
203,0,60972,50943,39938
802,0,44,50943,20227
600,7,4140,50942,61700
2ff,13,56364,50941,23557
6fe,14,39212,50939,63237
3ff,3,60716,50939,4356
302,10,1836,50941,33536
002,11,6444,50940,20736
902,11,13612,50940,37887
a03,13,53036,50940,19455
e04,11,33324,50940,10495
606,6,56620,50940,40447
e07,6,39212,50941,48896
a06,11,28972,50943,26370
103,13,556,50943,14339
600,4,52012,51196,25347
2fe,7,14636,51195,39170
401,9,64556,51197,17155
f02,9,32812,51197,5889
d03,6,60716,51196,25600
704,14,41260,51196,29695
a05,1,53292,51197,7424
604,0,20524,51198,24577
802,5,57644,51197,36354
101,12,47148,51194,12032
501,13,24876,51193,37630
502,1,28716,51194,53757
803,4,49708,51195,38402
003,11,10796,51197,15618
903,11,33580,51198,27138
404,14,62252,51199,16642
603,9,1324,51199,14595
902,7,3116,51198,30212
a02,5,11052,51197,52740
101,10,15660,51196,64260
601,14,45100,51196,24580
500,13,26412,51452,22788
900,2,17964,51451,12804
603,15,34604,51450,65535
b03,15,11820,51452,12030
103,7,40236,51453,3582
203,7,38700,51454,11262
402,10,15660,51455,25854
e00,9,22060,51455,46336
b02,4,51756,51453,44031
503,11,37932,51451,43775
a03,3,46892,51452,15360
f03,0,49452,51452,56833
203,9,59180,51453,49409
001,2,26924,51453,49667
a01,8,61484,51452,22787
300,5,28972,51451,34819
b02,8,51244,51451,23040
801,3,28972,51453,27649
d01,0,54828,51453,64001
801,8,48940,51453,59137
e01,12,43564,51709,37889
001,5,53292,51709,31234
201,1,37932,51709,5635
701,11,29484,51708,56835
b01,8,41260,51708,39940
502,9,53036,51708,27397
002,3,4908,51707,62214
c02,7,46380,51707,37638
902,13,62508,51706,12292
303,3,45868,51707,60674
603,10,12844,51711,9729
a01,8,19500,51456,61953
703,12,53036,51711,50432
401,2,13868,51707,36098
e01,4,28204,51707,23298
802,7,48428,51707,9474
a02,4,5420,51707,30466
b03,5,33068,51708,4609
703,9,20524,51708,40704
704,6,52012,51709,5632
104,8,29740,51709,37888
d04,12,50732,51964,37119
203,4,35372,51964,11519
a00,6,34860,51963,14082
901,6,39980,51965,17666
601,13,15916,51965,40962
902,5,44332,51966,14337
c02,4,29740,51966,23553
502,7,59948,51966,35585
c03,12,35116,51966,19712
d03,4,6444,51966,6401
b02,6,26412,51965,42242
d01,4,29740,51966,4611
8ff,12,54828,51964,2306
eff,14,53548,51963,49409
500,14,49964,51963,48641
fff,5,5932,51962,23809
901,6,40492,51963,47105
401,6,32812,51964,35332
c02,15,46892,51963,10757
502,4,3628,51963,56577
203,0,65068,52221,20480
703,2,31020,52221,51199
c03,8,55084,52223,7167
301,4,35372,52221,51457
d01,15,1068,52220,26879
601,0,24620,52220,46080
d02,1,45612,52221,6912
202,11,15404,52221,44288
502,11,46892,52221,62465
701,10,40748,52221,34306
901,15,57900,52220,31746
e02,12,30764,52219,59137
c02,8,22828,52219,59136
f03,11,57644,52219,34815
b05,13,47148,52219,64253
205,2,50988,52223,15869
c00,1,50220,52223,41730
300,7,37676,52222,51714
6ff,9,17964,52222,45314
dfe,15,41004,52222,30978
cfd,12,prev,prev,20012
cfc,12,9218,15105,15404
cfc,12,30977,44802,24876
cfb,12,23041,44802,41004
cfb,12,61441,9474,55340
cfb,12,45568,23299,39468
cfd,12,59135,40197,44
cff,12,5119,28166,20012
c00,12,8960,22534,20012
cfd,12,16130,39938,57388
cfb,12,2563,65281,29740
cfa,12,26882,57858,10284
cfb,12,47617,35330,42540
cfd,12,13569,31235,21548
cfd,12,6146,12546,35372
cfe,12,48642,13826,24364
cfe,12,7170,23809,63276
cfd,12,23042,59393,36396
cfc,12,55299,55296,63532
cfa,12,23812,19200,63276
dfa,12,43266,59650,4140
dfb,12,45311,50435,39468
dfe,12,35838,9731,64044
dfe,12,43775,16643,3372
dfe,12,12289,37121,4396
dfe,12,32769,55553,11052
dfe,12,40451,48639,60972
dfb,12,1029,17919,20780
dfb,12,51716,52735,59948
dfb,12,13313,39682,6956
dfc,12,43007,41730,54316
dfd,12,35326,38914,14892
dfd,12,55040,54784,12844
dfc,12,28674,18944,30764
dfc,12,50179,51199,62252
dfe,12,11012,12032,50476
dfe,12,16387,22017,54572
dfe,12,3330,53508,33580
dfe,12,12803,54021,29740
dfe,12,32259,64518,60460
dfd,12,23299,25095,61996
efd,12,42755,29960,1580
efe,12,36101,30981,32300
efa,12,37636,62468,41004
efc,12,57347,58627,3628
efc,12,52737,15620,5676
efb,12,27392,37123,38444
efb,12,44033,17922,47916
efa,12,8193,8706,41772
efa,12,15872,41731,9772
efe,12,63742,48388,37676
eff,12,46847,62980,812
efe,12,56066,2049,17708
efd,12,47617,62720,34860
efc,12,24578,58113,556
efb,12,25347,27905,1324
efc,12,54787,16128,61996
efc,12,27650,59905,8748
efb,12,21251,29440,59948
efc,12,56323,3841,42028
efc,12,29442,11266,15916
efd,12,62209,46082,50220
ffe,12,26369,39171,14892
ffe,12,1537,35331,32812
fff,12,62209,60163,7724
ffd,12,8450,55297,48940
ffb,12,16643,26368,20268
ffb,12,21505,10241,56876
ffe,12,45311,14851,36908
ffd,12,3327,28163,48172
ffb,12,38913,17153,14636
ffa,12,33792,46593,39468
ffc,12,18943,23297,32556
ffc,12,50434,37888,35628
ffd,12,41985,50688,58924
ffc,12,12802,15616,16940
ffc,12,37634,5888,47916
ffc,12,42498,1793,32044
ffc,12,58882,45057,49964
ffc,12,56323,10753,47916
ffd,12,49155,13057,56364
ffd,12,2818,33794,22316
0fd,13,47873,54274,30764
0fd,13,60418,35329,64812
0fb,13,769,60418,46892
0fc,13,44288,40963,12588
0fc,13,49408,28931,44844
0fc,13,47617,63490,5932
0fd,13,65026,45313,30508
0fe,13,10754,8193,61740
0fe,13,1,59650,18988
0fd,13,32769,52481,55084
0fd,13,37632,60417,39980
0fb,13,768,769,21548
0fa,13,54526,56575,55596
0fb,13,49918,56831,5932
0fc,13,55808,63744,39980
0fd,13,51199,56834,21036
0fd,13,59392,30721,26412
0fd,13,17152,49920,9516
0fc,13,2048,32512,29740
0fc,13,56320,45312,53036
0fd,13,64513,6913,21036
1fd,13,9217,50177,52268
1fd,13,30722,21762,14380
1fd,13,24578,14594,61996
1fc,13,8449,36867,30764
1fc,13,58368,22276,43820
1fa,13,47871,20741,51244
1f9,13,65533,48388,38956
1f8,13,26877,22276,26156
1f9,13,55806,1540,31276
1fa,13,20735,24324,20780
1fa,13,9472,9988,12588
1fa,13,32256,13828,27180
1fa,13,40959,48644,26668
1fa,13,32767,34052,26924
1fa,13,27647,18180,8236
1fa,13,27647,30467,52268
1fa,13,26367,38147,29228
1fa,13,30207,50435,10796
1fb,13,56576,17922,57644
1fc,13,45313,2562,47148
2fc,13,20481,3586,52012
2fc,13,37376,21763,12844
2fc,13,35327,56835,44844
2fc,13,29695,28420,23852
2fb,13,7166,58628,63020
2fc,13,47870,32261,27948
2fc,13,5630,48645,65068
2fa,13,14847,53253,22572
2fa,13,64767,26628,50476
2fc,13,60414,21765,6444
2fc,13,11519,33797,12332
2fb,13,6145,2308,41516
2fb,13,34306,20996,24108
2fb,13,25090,40195,61740
2fc,13,41474,58884,2604
2fc,13,22530,54276,44076
2fd,13,60674,37380,60716
2fc,13,5378,23044,58156
2fb,13,20482,26372,27692
2fa,13,29442,49667,34604
2fb,13,65026,27907,3628
3fa,13,5121,12547,16940
3fa,13,62976,11779,19500
3fa,13,48127,44548,11820
3fb,13,41470,28165,5420
3fd,13,54013,58629,34348
3fc,13,47359,32516,20012
3fc,13,63232,37891,29484
3fb,13,17920,7427,35116
3fb,13,60160,52739,26412
3fb,13,59137,43011,35372
3fb,13,50434,33283,25388
3fb,13,57091,12291,15404
3fb,13,64771,40707,2092
3fb,13,64003,47363,8236
3fb,13,47875,4099,30508
3fc,13,57090,11011,47404
3fd,13,20224,57860,32044
3fe,13,32512,23044,64812
3fc,13,41986,24578,20012
3fb,13,48386,14594,49452
4fc,13,50433,62723,17452
4fd,13,34562,9219,34348
4fd,13,3329,54276,20268
4fd,13,1793,58116,41772
4fd,13,4098,34821,2092
4fd,13,14083,26117,12844
4fe,13,33283,65029,11308
4fe,13,23812,14596,48428
4fd,13,18437,2306,29484
4fb,13,7174,20223,15148
4fb,13,62470,27648,9260
4fc,13,22786,47621,13356
4fd,13,43778,46084,13100
4fd,13,10242,16132,27692
4fd,13,15618,30212,28716
4fd,13,24322,58372,26156
4fe,13,43778,63748,43308
4fe,13,7939,15364,49196
4fe,13,18947,15619,58156
4fd,13,5123,37122,57388
4fb,13,27139,34817,63020
5fd,13,43778,12546,1068
5fd,13,28159,26114,34860
5fc,13,5630,57602,44588
5fc,13,58111,33027,14892
5fc,13,62721,10498,55340
5fd,13,42754,33025,64044
5fe,13,33538,47873,24876
5fe,13,23810,49152,62508
5ff,13,52995,512,45868
5ff,13,10243,23296,42796
5ff,13,30467,61952,31020
5fe,13,19717,10240,41004
5fb,13,1286,26111,57900
5fa,13,59654,56575,37164
5fc,13,30468,33793,29740
5fd,13,27906,59651,2348
5fe,13,21251,10499,21036
5fe,13,28931,62722,54828
5fe,13,59140,61953,57900
5fd,13,16389,1280,60460
5fc,13,15876,41473,28204
6fc,13,32260,37122,300
6fd,13,52484,30209,55596
6fe,13,41988,7682,45356
6fe,13,9475,63235,1068
6fe,13,10756,7170,4652
6fd,13,16899,1282,55596
6fb,13,34818,52483,10284
6fc,13,47873,61698,53548
6fc,13,5633,4867,16172
6fd,13,52994,50433,17196
6fe,13,61698,33281,53292
6fe,13,4354,32513,62764
6fe,13,22530,32770,25900
6fe,13,22274,39426,57388
6fe,13,15874,51971,9260
6fd,13,17922,61443,13356
6fd,13,61187,3,21548
6fd,13,32771,26370,55340
6fd,13,21763,64001,45612
6fc,13,5892,18944,28460
7fd,13,32260,7936,17964
7fe,13,54019,52735,32300
7fe,13,16387,51455,29996
7fe,13,45828,12031,46892
7fc,13,21509,511,31020
7fa,13,43525,41215,56364
7fb,13,49667,2306,59692
7fc,13,26113,4099,42284
7fd,13,57857,19715,14124
7fe,13,64258,45058,5932
7fd,13,8963,18689,35372
7fd,13,54531,1026,10028
7fc,13,8195,4866,17708
7fc,13,60163,60161,44588
7fc,13,63748,5889,15660
7fc,13,57604,26625,23596
7fc,13,45828,48129,18988
7fb,13,25092,64001,33068
7fb,13,64004,56322,7724
7fb,13,30468,26883,4396
7fd,13,54530,64260,41260
8ff,13,50434,38660,31020
8ff,13,11267,30466,43564
8ff,13,21252,12033,16428
8fd,13,52740,27391,47916
8fe,13,47876,29184,4652
8fd,13,1539,11523,5676
8fc,13,11778,49412,9004
8fc,13,45570,65284,3116
8fc,13,4099,29187,16172
8fd,13,17923,13315,32300
8fe,13,60163,45314,300
8fd,13,32772,24576,3628
8fe,13,51716,60672,11820
8fe,13,21509,12543,55084
8fd,13,63492,16897,5932
8fd,13,41475,34818,28716
8fd,13,514,45826,63788
8fd,13,32003,9218,51756
8fe,13,57859,54018,30764
8fe,13,18180,44289,44076
9fc,13,2309,30720,37932
9fb,13,6405,7936,30252
9fc,13,44034,38914,60204
9fc,13,23296,44036,1324
9fc,13,36608,6659,50988
9fc,13,29698,54785,33324
9fc,13,53507,24833,6956
9fc,13,48387,59904,64044
9fc,13,56068,38144,57132
9fc,13,61189,31744,45612
9fb,13,48646,4352,22060
9fe,13,50692,41473,28460
9ff,13,14083,18177,50732
9fe,13,27395,34305,14380
9fd,13,45058,32771,21548
9fd,13,20994,19203,35116
9fd,13,1795,64000,21804
9fd,13,23812,45566,52524
9fc,13,24068,31232,20524
9fc,13,14339,61186,16428
9fd,13,45059,44803,12076
afe,13,21763,18691,27180
afe,13,19971,35585,57388
afd,13,5123,60929,22316
afc,13,12036,7681,12844
afc,13,64772,19457,21548
afc,13,54019,49409,35116
afc,13,41475,47873,28716
afd,13,35843,33793,34604
afd,13,15619,6913,49708
afd,13,44546,62209,64300
afd,13,49155,10498,18732
afd,13,51203,31490,44844
afe,13,52483,44035,16172
afe,13,7683,35075,25644
afe,13,20483,58370,6188
afe,13,37636,5889,14636
afd,13,5892,13312,27692
afd,13,62468,45311,29228
afd,13,49412,56575,56620
afd,13,41732,58624,55340
bfc,13,14596,45058,7212
bfc,13,52483,55299,31276
bfc,13,43523,14340,14892
bfd,13,61443,45315,43564
bfd,13,23556,9986,38700
bfc,13,11780,26369,45612
bfd,13,44804,43265,13356
bfd,13,1284,30209,46124
bfd,13,22020,7682,29740
bfc,13,7428,40705,57388
bfd,13,61445,9728,38444
bfd,13,12293,7424,19244
bfd,13,17412,22017,62764
bfd,13,5124,5634,31020
bfe,13,45827,59138,3372
bfe,13,12291,55553,42284
bff,13,63747,52737,17196
bfc,13,26115,22529,6956
bfc,13,38657,46339,41004
bfd,13,49154,41218,55340
bfd,13,2,48641,53548
cfc,13,258,63232,56620
cfc,13,63491,8193,13100
cfc,13,25091,28161,10540
cfc,13,34307,54785,2604
cfd,13,49412,10241,18476
cfd,13,13060,21505,31788
cfd,13,50948,20481,41772
cfd,13,55300,18945,42796
cfd,13,53764,25089,41516
cfd,13,38916,21249,56620
cfd,13,15620,29953,50732
cfe,13,38660,30721,62252
cfe,13,61699,51458,20012
cfc,13,62466,42755,10540
cfc,13,42754,26370,62764
cfc,13,18179,18946,8236
cfc,13,4611,38658,56876
cfc,13,12803,60419,33836
cfe,13,62980,54274,36396
cff,13,35077,27136,48684
cff,13,40708,33024,50988
dfe,13,12291,41729,61740
dfe,13,5891,32515,23596
dfe,13,13314,59141,1068
dfb,13,23810,38917,25644
dfa,13,56323,29444,39212
dfb,13,20741,2562,59692
dfe,13,3845,17155,5164
dfe,13,24580,47363,1324
dfd,13,22788,33539,39724
dfc,13,5635,55811,64812
dfd,13,55300,32771,19500
dfe,13,13060,63747,15660
dfe,13,20229,259,4652
dfd,13,23813,16642,47916
dfe,13,53253,20226,18988
dff,13,39428,63489,36652
dff,13,35844,54528,39724
dfc,13,514,36866,17452
dfc,13,10753,260,7724
dfc,13,41475,22786,35884
efd,13,40708,6913,41516
efe,13,25348,55297,46124
efd,13,41989,17410,41516
efc,13,35332,22531,16940
efc,13,38147,58627,60972
efd,13,46340,39171,24364
efd,13,18948,60162,52780
efd,13,28933,14338,53292
efd,13,4869,11779,57644
efd,13,23812,58884,19756
efd,13,45828,53250,53036
efc,13,55300,3586,37676
efc,13,62212,11266,27948
efc,13,3588,36865,53548
efd,13,7684,62977,19756
efe,13,7940,59649,21548
eff,13,29956,41729,21292
eff,13,14596,33794,7212
efe,13,31492,2051,28716
efe,13,41219,53764,3372
efd,13,59651,28932,28460
ffc,13,29955,6148,9004
ffb,13,40451,47106,42284
ffb,13,44804,1025,64300
ffc,13,53764,8450,35884
ffd,13,36612,12803,5676
fff,13,44293,3073,33068
fff,13,65284,32000,55084
ffd,13,12292,23554,60716
ffd,13,260,20737,23596
ffc,13,43780,30209,20012
ffd,13,55812,14082,13356
ffe,13,28164,5890,57900
ffe,13,33284,6147,5164
ffc,13,5636,9730,29740
ffc,13,45059,56066,24364
ffc,13,45315,23811,36396
ffd,13,48898,57092,55596
ffd,13,31235,32004,4396
ffc,13,17411,54274,35628
ffc,13,63747,28162,26668
0fc,14,64002,65027,14380
0fb,14,47874,46084,15916
0fc,14,62978,50947,56620
0fd,14,35587,39425,13612
0fe,14,37124,7936,55084
0fe,14,12804,44031,42028
0fe,14,26373,28926,1324
0fe,14,53508,39169,16172
0fd,14,27139,11013,3884
0fb,14,45571,2053,35372
0fc,14,8707,56834,38956
0fc,14,17926,1024,52012
0fe,14,64774,32256,50220
0fe,14,25093,19458,33580
0ff,14,16901,17666,49708
000,14,57349,15362,34860
0ff,14,21508,59394,22060
0fd,14,19204,63489,55596
0fd,14,63491,12803,38956
0fd,14,10754,22020,27436
0fc,14,7938,40452,22572
1fc,14,62211,259,63276
1fc,14,54275,515,56108
1fc,14,34819,20483,35116
1fc,14,1027,64514,41516
1fc,14,22276,57344,48428
1fb,14,41220,51712,17964
1fc,14,51972,3841,41260
1fe,14,53763,43522,42540
1ff,14,515,47619,17196
100,14,15619,59139,2092
100,14,25860,22785,64812
1fe,14,23301,21760,28972
b03,7,prev,prev,13571
f01,10,1580,57854,44293
c03,0,29228,57600,34053
303,9,5676,57855,3333
102,5,5932,57853,22276
b01,8,58156,57852,46852
800,1,50220,57853,30725
901,13,60972,57854,31748
903,7,46124,58108,46083
e02,15,5676,58108,21507
403,4,56364,58108,42756
202,6,300,58109,35076
902,3,52524,58109,53252
903,7,57644,58109,36356
e03,9,19244,58109,18948
a04,5,58412,58109,26884
005,4,49196,58111,7171
904,12,4908,57856,25090
203,0,10284,57856,23043
d02,5,25132,58108,44547
901,6,29228,58107,14340
002,14,13868,58107,10244
401,9,25132,58111,8964
102,2,36140,58110,19460
400,9,10796,58108,64260
f02,13,63532,58108,55299
d03,3,10796,58109,3587
e03,11,11820,58110,3586
d02,8,15148,58110,40706
303,2,46380,58365,51714
003,14,23340,58365,4866
a02,12,7468,58365,34307
802,14,556,58366,40963
902,7,7212,58366,12292
702,11,18988,58365,31236
002,5,8748,58364,49668
b02,9,21292,58364,47107
e03,12,51756,58365,6146
104,2,39212,58365,35586
d03,6,16684,58366,17666
403,5,63788,58365,56323
002,12,6700,58364,64004
501,13,28204,58363,22277
002,14,60972,58361,44548
c02,5,30252,58364,12803
704,5,38700,58367,28162
f04,3,61740,58113,4610
c02,0,54060,58113,2564
b03,15,55084,58365,5124
102,15,4908,58619,63748
003,15,53036,58620,2051
e04,15,46636,58620,6402
805,7,62764,58620,26114
e04,15,40492,58620,58370
003,13,60716,58621,43011
403,10,57132,58621,40452
802,15,10796,58621,47364
d01,11,49964,58621,28421
002,11,58924,58620,12037
d03,9,61228,58620,45060
302,7,21804,58622,260
201,2,11564,58623,50692
101,14,50476,58368,48644
700,15,39724,58623,27397
e01,6,39212,58621,21252
c03,10,31020,58620,45826
004,8,36140,58620,19458
204,6,8236,58620,18178
b05,2,47916,58621,2
f05,5,7724,58621,29954
003,13,14124,58878,54530
f02,0,63020,58878,43011
303,10,57644,58878,22530
b03,4,36140,58878,39682
c03,5,59436,58878,6402
403,8,34604,58877,11522
203,11,39468,58875,57602
504,6,50988,58875,55298
f05,7,33068,58876,20738
304,10,2092,58876,56066
902,1,42284,58878,60931
000,3,36908,58624,19971
100,1,60972,58624,16644
f00,6,1836,58877,45317
502,14,11820,58875,59907
f03,10,55340,58876,10499
c02,12,15916,58877,38404
e00,11,18732,58879,24069
4ff,7,30764,58879,44294
cff,1,21804,58877,58630
704,12,38956,58877,58883
702,0,7980,59134,27653
002,11,37420,59134,17668
e00,1,5164,59133,51717
700,13,52524,59132,32516
3ff,8,17452,59131,37124
f01,5,51756,59130,64002
002,2,19244,59132,36609
a02,8,19500,59133,59905
503,2,52012,59134,30465
502,0,23340,59135,18689
f01,8,55340,59135,46336
402,14,25132,59133,17664
801,12,44076,59132,45825
e01,6,46380,59132,62722
001,1,29228,59132,19203
f01,6,35628,59131,38659
900,0,55340,59132,30724
d03,7,62508,59133,28416
004,7,15916,59132,17920
204,7,19244,59132,30975
f05,10,45612,59389,25086
103,11,18220,59389,9472
f01,7,52012,59387,34308
900,0,15916,59388,3846
e02,3,59436,59387,9477
002,15,54572,59388,58630
701,13,51244,59387,56839
403,11,22572,59387,14081
704,10,11820,59387,28930
704,13,3628,59387,13825
604,11,36396,59387,15105
c04,14,24620,59387,45312
204,1,55340,59389,32512
c04,9,15916,59390,65280
002,6,4396,59391,39426
e03,5,40748,59390,61953
301,15,39212,59388,59906
c01,7,24364,59388,27139
801,6,14380,59387,35331
c01,8,28716,59387,55043
e00,0,29484,59388,10756
600,0,55084,59644,36357
a01,9,47660,59644,10501
a02,11,34348,59643,51972
f03,12,37420,59643,59649
004,11,59692,59643,12801
504,9,19500,59642,64768
c05,2,57644,59643,3072
305,7,18732,59644,39678
a05,15,14636,59644,39677
404,2,17452,59645,3071
b04,5,32300,59645,61184
d03,7,18988,59646,40449
202,4,58412,59646,59139
a01,8,29228,59647,21763
001,14,2860,59644,58882
702,4,31020,59644,7427
603,3,33324,59643,53763
704,0,49196,59643,53763
d05,5,63788,59644,35842
b04,10,2092,59644,19202
d04,12,35372,59900,44035
e02,8,36908,59902,10243
102,9,38444,59901,64004
702,6,45100,59902,8965
001,11,3628,59901,58885
401,2,46636,59901,36870
201,6,26412,59901,19462
e02,15,16940,59901,26371
200,12,26156,59901,20740
802,8,5420,59903,3843
b02,5,46380,59900,12802
702,2,28972,59899,53762
103,0,42284,59899,61186
804,7,34860,59899,48130
105,10,22828,59900,41985
204,4,64556,59903,19458
101,10,20524,59902,42244
200,15,36652,59902,13060
000,4,17964,59900,35845
801,5,30764,59899,23813
f04,10,10284,59898,43523
e05,14,2860,60155,4352
505,13,26156,60155,40958
805,3,32556,60156,55293
b07,7,58924,60158,24060
705,8,18220,59905,45567
c02,10,60460,60158,16897
702,15,22316,60156,35841
b02,8,7468,60155,51459
203,2,9772,60155,11780
e05,10,29228,60155,8706
b05,12,20524,60155,44032
b05,3,54572,60156,55551
004,12,22316,60157,59646
003,14,42540,60159,43775
700,5,5676,60159,48386
f00,8,40748,60156,65027
900,1,7724,60156,38403
301,13,36652,60155,55810
702,5,9004,60156,39170
403,1,28204,60157,34562
603,13,7468,60414,63489
202,14,3884,60160,26881
702,14,49964,60160,63233
f02,2,50476,60161,19970
b02,4,44588,60161,55298
801,4,18732,60162,27907
800,8,44844,60162,38148
8fe,0,30508,60415,32519
b02,9,20012,60413,48130
502,7,30764,60410,52994
d03,6,43052,60409,35842
206,3,55852,60409,4866
b06,1,21292,60414,12032
503,8,34604,60414,3331
a03,13,55596,60413,17667
703,12,37420,60412,16643
203,12,35372,60411,4866
e03,11,25132,60410,58113
104,13,41260,60411,4608
d04,6,5164,60411,21503
f02,7,48940,60415,34815
800,5,10284,60671,5634
f00,3,37676,60669,50691
1ff,4,2348,60668,772
cff,3,29484,60665,7172
c02,12,51756,60663,41473
803,3,23596,60665,64512
403,8,56620,60667,6399
703,15,47660,60668,3582
404,0,60716,60669,13055
903,4,812,60670,2047
b03,7,49708,60670,4607
003,10,39724,60671,3071
003,15,62508,60671,59647
202,11,24620,60416,46336
d00,0,26668,60417,4098
6ff,6,59436,60416,25347
ffe,9,21292,60669,28676
501,9,26668,60665,61956
503,6,10028,60663,38915
003,1,6956,60662,11778
c06,12,55852,60668,26882
104,7,17452,60925,50692
a03,15,58668,60923,43522
304,12,51244,60926,13057
103,4,12588,60925,28161
c03,7,55852,60923,8193
304,0,43820,60922,41731
b06,8,42028,60923,7171
b05,13,4396,60924,13570
e04,6,33068,60926,39169
404,9,48940,60672,45825
d03,14,13612,60674,28931
d03,8,44332,60674,52999
f02,0,8748,60672,25610
700,11,12844,60924,16392
a01,12,62508,60921,15618
c02,11,20012,60925,58365
bfe,0,2348,60921,16641
802,13,48684,60920,37374
004,11,47404,60924,6655
703,5,36396,60926,6401
b02,15,26668,61183,5633
d02,14,58668,61183,25602
601,9,38188,61183,6403
b01,4,56108,61183,8451
400,8,40236,61182,28931
700,6,50988,61181,30980
703,11,57644,61180,2306
303,6,3116,61180,11775
803,0,55340,61181,17151
503,8,37164,61181,28670
902,14,15404,61182,12287
003,13,42796,61180,7936
804,6,14380,61178,58368
b05,3,2604,61179,57087
005,11,23852,61181,30463
803,7,31532,61176,38656
a02,12,30764,61176,7424
a03,12,9260,61183,9726
800,15,13612,61182,12032
f04,10,56876,61180,7938
206,8,31276,61182,25344
206,5,33068,61438,62208
d04,12,1580,61437,34817
c03,2,26668,61437,23040
003,15,14380,61438,14334
801,13,35372,61439,255
003,9,61228,61436,26112
104,7,21036,61436,54015
204,13,29228,61438,21246
f03,1,42284,61437,29952
a02,10,46124,61434,62979
202,6,16940,61434,7940
d03,1,22572,61435,49923
f04,7,28460,61435,38914
605,9,37676,61435,57857
805,0,6444,61436,11520
205,7,23084,61436,20223
504,5,4140,61435,46592
b04,9,22316,61434,61697
a05,12,18476,61435,513
502,5,21804,61436,54787
602,10,58156,61693,20739
c03,15,18732,61692,56322
a03,8,8748,61691,65026
b04,11,62508,61691,33281
204,2,38700,61691,10753
404,1,33324,61691,21506
604,2,13868,61692,49922
b05,10,30764,61693,38145
506,8,28460,61694,8961
107,10,24364,61694,15873
508,2,21804,61693,33026
908,7,14380,61692,38402
508,8,64300,61691,30723
f07,5,32556,61690,54788
808,12,35372,61691,6658
407,3,9516,61690,16897
f07,8,57644,61689,62977
c07,5,28972,61690,20225
d07,4,7980,61691,9473
807,9,3116,61691,54272
905,9,3884,61691,21505
c02,5,32300,61948,41476
a04,7,64556,61949,53506
105,11,36396,61948,45825
706,0,46892,61948,8194
907,12,44844,61947,41729
507,13,24108,61946,35073
507,0,15404,61945,64514
106,11,11564,61947,26370
506,13,38700,61949,5634
f07,11,57132,61947,61954
308,14,20012,61946,56322
508,0,15660,61946,32003
f09,4,58412,61946,56834
208,7,44,61947,8959
a06,14,44332,61947,4861
906,4,54060,61946,59903
905,9,49708,61947,15618
d05,7,43820,61948,7171
404,15,16172,61949,36355
803,1,33068,61950,18177
203,7,24620,62205,45310
603,9,38700,62204,55550
f03,10,16428,62204,3838
104,11,64044,62203,26367
105,9,52524,62203,53758
601,0,27436,62204,42755
a02,12,10796,62205,16131
102,6,15148,62204,40706
503,15,25644,62203,64513
505,9,39724,62203,62977
005,0,1068,62204,17665
006,5,50220,62204,23296
c06,11,31276,62204,5631
306,11,36908,62204,60927
a06,10,58668,62205,55039
305,12,53292,62203,60670
e02,13,34092,62199,62719
b04,15,54316,62202,51457
e04,15,34860,62202,26368
e05,3,60460,62201,64257
906,8,6444,62201,56064
206,1,12076,62456,50945
104,10,21036,62455,62465
104,3,65324,62457,14338
c04,9,38188,62457,30722
805,3,32300,62459,1
e05,9,11564,62460,49664
505,9,4140,62460,48128
f06,6,56364,62460,22016
b05,9,17708,62459,23040
805,4,58156,62458,23553
805,6,24876,62457,54786
f06,9,58668,62457,19970
307,6,55340,62456,37378
506,4,40492,62457,5123
106,12,64300,62458,48897
f06,7,38188,62459,14078
b06,11,20524,62460,61438
705,7,14636,62460,20735
e05,4,31788,62459,38912
106,15,24876,62459,1279
f06,11,12588,62458,27136
907,9,46892,62713,53505
