,reset_hex,reset,resolution,x,y,z
0,63a,1594.0,2,-5920.0,-89.0,-374.0
1,63a,1594.0,2,-1523.0,4422.0,-1890.0
2,63a,1594.0,2,-1665.0,4445.0,-1746.0
3,63a,1594.0,2,-1669.0,4550.0,-1663.0
4,63a,1594.0,2,-1519.0,4679.0,-1767.0
5,63a,1594.0,2,-1181.0,4805.0,-1904.0
6,63a,1594.0,2,-1759.0,4297.0,-1779.0
7,63a,1594.0,2,-1700.0,4629.0,-1632.0
8,63a,1594.0,2,-1294.0,4721.0,-2074.0
9,63a,1594.0,2,-1203.0,4823.0,-1637.0
10,63a,1594.0,2,-1429.0,4630.0,-1811.0
11,63a,1594.0,2,-1417.0,4914.0,-1824.0
12,63a,1594.0,2,-1394.0,4929.0,-1598.0
13,63a,1594.0,2,-1323.0,4804.0,-1622.0
14,63a,1594.0,2,-1638.0,4669.0,-1863.0
15,63b,1595.0,2,-1494.0,4852.0,-1545.0
16,63b,1595.0,2,-1274.0,4807.0,-1579.0
17,63b,1595.0,2,-1081.0,4974.0,-1682.0
18,63b,1595.0,2,-1237.0,4882.0,-1700.0
19,63b,1595.0,2,-1198.0,5089.0,-1599.0
20,63b,1595.0,2,-1181.0,4827.0,-1781.0
21,63b,1595.0,2,-1214.0,5007.0,-1622.0
22,63b,1595.0,2,-1207.0,4945.0,-1616.0
23,63b,1595.0,2,-1340.0,5027.0,-1724.0
24,63b,1595.0,2,-1673.0,4771.0,-1527.0
25,63b,1595.0,2,-1400.0,4937.0,-1945.0
26,63b,1595.0,2,-1617.0,4665.0,-1539.0
27,63b,1595.0,2,-1368.0,5046.0,-1378.0
28,63b,1595.0,2,-1438.0,4747.0,-1839.0
29,63b,1595.0,2,-1324.0,4425.0,-1631.0
30,63b,1595.0,2,-1336.0,4518.0,-1735.0
31,63b,1595.0,2,-1416.0,4548.0,-1652.0
32,63b,1595.0,2,-1233.0,4905.0,-1609.0
33,63b,1595.0,2,-758.0,4734.0,-1572.0
34,63b,1595.0,2,-685.0,4966.0,-1563.0
35,63c,1596.0,2,-818.0,4806.0,-1770.0
36,63c,1596.0,2,-449.0,4889.0,-1405.0
37,63c,1596.0,2,-421.0,4790.0,-1569.0
38,63c,1596.0,2,-445.0,4875.0,-1794.0
39,63c,1596.0,2,-367.0,4855.0,-1552.0
40,63c,1596.0,2,-318.0,4831.0,-1582.0
41,63c,1596.0,2,-631.0,4691.0,-1688.0
42,63c,1596.0,2,-584.0,4938.0,-1597.0
43,63c,1596.0,2,-191.0,4745.0,-1830.0
44,63c,1596.0,2,-383.0,4769.0,-1583.0
45,63c,1596.0,2,-508.0,4912.0,-1620.0
46,63c,1596.0,2,-659.0,4840.0,-1698.0
47,63c,1596.0,2,-445.0,4820.0,-1745.0
48,63c,1596.0,2,-457.0,4808.0,-1695.0
49,63c,1596.0,2,-662.0,4634.0,-1728.0
50,63c,1596.0,2,-445.0,4856.0,-1739.0
51,63c,1596.0,2,-375.0,4720.0,-1702.0
52,63c,1596.0,2,-529.0,4758.0,-1627.0
53,63c,1596.0,2,-511.0,4870.0,-1692.0
54,63c,1596.0,2,-510.0,4726.0,-1699.0
55,63c,1596.0,2,-454.0,5071.0,-1645.0
56,63d,1597.0,2,-506.0,4942.0,-1706.0
57,63d,1597.0,2,-373.0,5031.0,-1422.0
58,63d,1597.0,2,-358.0,4855.0,-1478.0
59,63d,1597.0,2,-549.0,4774.0,-1595.0
60,63d,1597.0,2,-678.0,4733.0,-1829.0
61,63d,1597.0,2,-390.0,4590.0,-1835.0
62,63d,1597.0,2,-162.0,4630.0,-1822.0
63,63d,1597.0,2,-682.0,4533.0,-1675.0
64,63d,1597.0,2,-767.0,4881.0,-1678.0
65,63d,1597.0,2,-427.0,4757.0,-1800.0
66,63d,1597.0,2,-540.0,4741.0,-1590.0
67,63d,1597.0,2,-413.0,4810.0,-1690.0
68,63d,1597.0,2,-541.0,4726.0,-1726.0
69,63d,1597.0,2,-354.0,4860.0,-1706.0
70,63d,1597.0,2,-384.0,4770.0,-1876.0
