,reset_hex,reset,resolution,x,y,z
0,26d,621.0,3,4394.0,-3239.0,-173.0
1,26d,621.0,3,3205.0,-1692.0,592.0
2,26d,621.0,3,3210.0,-1690.0,593.0
3,26d,621.0,3,3209.0,-1687.0,592.0
4,26d,621.0,3,3207.0,-1684.0,590.0
5,26d,621.0,3,3206.0,-1681.0,588.0
6,26d,621.0,3,3205.0,-1678.0,586.0
7,26d,621.0,3,3204.0,-1675.0,585.0
8,26d,621.0,3,3202.0,-1672.0,583.0
9,26d,621.0,3,3201.0,-1670.0,582.0
10,26d,621.0,3,3200.0,-1669.0,579.0
11,26d,621.0,3,3199.0,-1666.0,577.0
12,26d,621.0,3,3197.0,-1664.0,576.0
13,26d,621.0,3,3196.0,-1661.0,574.0
14,26d,621.0,3,3194.0,-1657.0,572.0
15,26d,621.0,3,3193.0,-1655.0,570.0
16,26d,621.0,3,3192.0,-1652.0,568.0
17,26d,621.0,3,3184.0,-1648.0,563.0
18,26d,621.0,3,3189.0,-1648.0,564.0
19,26d,621.0,3,3187.0,-1645.0,562.0
20,26e,622.0,3,3186.0,-1642.0,560.0
21,26e,622.0,3,3184.0,-1640.0,558.0
22,26e,622.0,3,3182.0,-1638.0,556.0
23,26e,622.0,3,3181.0,-1636.0,554.0
24,26e,622.0,3,3173.0,-1633.0,550.0
25,26e,622.0,3,3172.0,-1630.0,549.0
26,26e,622.0,3,3177.0,-1628.0,551.0
27,26e,622.0,3,3175.0,-1626.0,549.0
28,26e,622.0,3,3174.0,-1624.0,549.0
29,26e,622.0,3,3172.0,-1621.0,548.0
30,26e,622.0,3,3171.0,-1618.0,546.0
31,26e,622.0,3,3169.0,-1616.0,545.0
32,26e,622.0,3,3162.0,-1614.0,541.0
33,26e,622.0,3,3167.0,-1612.0,543.0
34,26e,622.0,3,3165.0,-1609.0,542.0
35,26e,622.0,3,3164.0,-1604.0,541.0
36,26e,622.0,3,3163.0,-1601.0,540.0
37,26e,622.0,3,3162.0,-1599.0,539.0
38,26e,622.0,3,3160.0,-1596.0,537.0
39,26e,622.0,3,3158.0,-1594.0,536.0
40,26e,622.0,3,3151.0,-1591.0,531.0
41,26f,623.0,3,3149.0,-1588.0,529.0
42,26f,623.0,3,3154.0,-1588.0,530.0
43,26f,623.0,3,3153.0,-1585.0,528.0
44,26f,623.0,3,3151.0,-1584.0,527.0
45,26f,623.0,3,3150.0,-1581.0,525.0
46,26f,623.0,3,3149.0,-1578.0,523.0
47,26f,623.0,3,3148.0,-1574.0,521.0
48,26f,623.0,3,3141.0,-1569.0,517.0
49,26f,623.0,3,3139.0,-1565.0,516.0
50,26f,623.0,3,3144.0,-1563.0,517.0
51,26f,623.0,3,3142.0,-1561.0,515.0
52,26f,623.0,3,3141.0,-1559.0,514.0
53,26f,623.0,3,3139.0,-1556.0,512.0
54,26f,623.0,3,3138.0,-1552.0,510.0
55,26f,623.0,3,3137.0,-1547.0,508.0
56,26f,623.0,3,3130.0,-1541.0,504.0
57,26f,623.0,3,3130.0,-1536.0,502.0
58,26f,623.0,3,3135.0,-1533.0,501.0
59,26f,623.0,3,3134.0,-1527.0,500.0
60,26f,623.0,3,3133.0,-1523.0,498.0
61,270,624.0,3,3133.0,-1518.0,496.0
62,270,624.0,3,3132.0,-1514.0,493.0
63,270,624.0,3,3131.0,-1510.0,491.0
64,270,624.0,3,3131.0,-1506.0,488.0
65,270,624.0,3,3123.0,-1502.0,483.0
66,270,624.0,3,3128.0,-1501.0,482.0
67,270,624.0,3,3127.0,-1498.0,479.0
68,270,624.0,3,3125.0,-1495.0,477.0
69,270,624.0,3,3124.0,-1494.0,475.0
70,270,624.0,3,3122.0,-1492.0,473.0
71,270,624.0,3,3120.0,-1490.0,472.0
72,270,624.0,3,3112.0,-1487.0,469.0
73,270,624.0,3,3110.0,-1486.0,468.0
74,270,624.0,3,3115.0,-1485.0,469.0
75,270,624.0,3,3113.0,-1482.0,468.0
76,270,624.0,3,3111.0,-1480.0,466.0
77,270,624.0,3,3110.0,-1478.0,465.0
78,270,624.0,3,3109.0,-1475.0,463.0
79,270,624.0,3,3101.0,-1471.0,458.0
80,270,624.0,3,3106.0,-1469.0,458.0
81,270,624.0,3,3099.0,-1466.0,453.0
82,271,625.0,3,3104.0,-1464.0,452.0
83,271,625.0,3,3103.0,-1461.0,450.0
84,271,625.0,3,3102.0,-1456.0,448.0
85,271,625.0,3,3101.0,-1453.0,447.0
86,271,625.0,3,3099.0,-1450.0,445.0
87,271,625.0,3,3098.0,-1447.0,443.0
88,271,625.0,3,3097.0,-1444.0,442.0
89,271,625.0,3,3089.0,-1440.0,438.0
90,271,625.0,3,3094.0,-1440.0,438.0
91,271,625.0,3,3093.0,-1439.0,436.0
92,271,625.0,3,3091.0,-1437.0,434.0
93,271,625.0,3,3090.0,-1435.0,432.0
94,271,625.0,3,3089.0,-1433.0,429.0
95,271,625.0,3,3088.0,-1431.0,428.0
96,271,625.0,3,3080.0,-1428.0,424.0
97,271,625.0,3,3085.0,-1427.0,424.0
98,271,625.0,3,3084.0,-1424.0,423.0
99,271,625.0,3,3083.0,-1421.0,421.0
100,271,625.0,3,3081.0,-1419.0,419.0
101,271,625.0,3,3080.0,-1416.0,418.0
102,272,626.0,3,3078.0,-1415.0,417.0
103,272,626.0,3,3071.0,-1411.0,413.0
104,272,626.0,3,3070.0,-1408.0,413.0
105,272,626.0,3,3075.0,-1406.0,414.0
106,272,626.0,3,3073.0,-1403.0,413.0
107,272,626.0,3,3072.0,-1400.0,413.0
108,272,626.0,3,3070.0,-1397.0,412.0
109,272,626.0,3,3069.0,-1393.0,411.0
110,272,626.0,3,3068.0,-1390.0,411.0
111,272,626.0,3,3067.0,-1386.0,411.0
112,272,626.0,3,3060.0,-1381.0,409.0
113,272,626.0,3,3065.0,-1379.0,410.0
114,272,626.0,3,3064.0,-1375.0,411.0
115,272,626.0,3,3062.0,-1372.0,411.0
116,272,626.0,3,3060.0,-1369.0,410.0
117,272,626.0,3,3059.0,-1366.0,409.0
118,272,626.0,3,3058.0,-1364.0,408.0
119,272,626.0,3,3056.0,-1360.0,407.0
120,272,626.0,3,3055.0,-1355.0,407.0
121,272,626.0,3,3054.0,-1350.0,407.0
122,272,626.0,3,3053.0,-1344.0,408.0
123,273,627.0,3,3051.0,-1340.0,408.0
124,273,627.0,3,3051.0,-1335.0,407.0
125,273,627.0,3,3050.0,-1332.0,406.0
126,273,627.0,3,3049.0,-1328.0,404.0
