,reset_hex,reset,resolution,x,y,z
0,e3a,3642.0,2,-2404.0,329.0,-579.0
1,e3a,3642.0,2,-2635.0,-482.0,975.0
2,e3a,3642.0,2,-2627.0,-463.0,981.0
3,e3a,3642.0,2,-2611.0,-449.0,996.0
4,e3a,3642.0,2,-2597.0,-458.0,992.0
5,e3a,3642.0,2,-2590.0,-442.0,986.0
6,e3a,3642.0,2,-2574.0,-453.0,970.0
7,e3a,3642.0,2,-2551.0,-443.0,970.0
8,e3a,3642.0,2,-2539.0,-425.0,976.0
9,e3a,3642.0,2,-2529.0,-416.0,980.0
10,e3a,3642.0,2,-2528.0,-412.0,976.0
11,e3a,3642.0,2,-2540.0,-415.0,979.0
12,e3a,3642.0,2,-2549.0,-408.0,976.0
13,e3a,3642.0,2,-2557.0,-399.0,959.0
14,e3a,3642.0,2,-2565.0,-380.0,959.0
15,e3a,3642.0,2,-2576.0,-373.0,967.0
16,e3a,3642.0,2,-2586.0,-371.0,974.0
17,e3b,3643.0,2,-2594.0,-363.0,983.0
18,e3b,3643.0,2,-2591.0,-365.0,984.0
19,e3b,3643.0,2,-2592.0,-376.0,991.0
20,e3b,3643.0,2,-2590.0,-378.0,1005.0
21,e3b,3643.0,2,-2572.0,-376.0,1008.0
22,e3b,3643.0,2,-2568.0,-376.0,1016.0
23,e3b,3643.0,2,-2559.0,-375.0,1009.0
24,e3b,3643.0,2,-2539.0,-364.0,1016.0
25,e3b,3643.0,2,-2556.0,-364.0,1031.0
26,e3b,3643.0,2,-2570.0,-358.0,1023.0
27,e3b,3643.0,2,-2566.0,-344.0,1021.0
28,e3b,3643.0,2,-2559.0,-344.0,1019.0
29,e3b,3643.0,2,-2567.0,-348.0,1040.0
30,e3b,3643.0,2,-2562.0,-353.0,1065.0
31,e3b,3643.0,2,-2567.0,-348.0,1070.0
32,e3b,3643.0,2,-2596.0,-344.0,1088.0
33,e3b,3643.0,2,-2586.0,-337.0,1088.0
34,e3b,3643.0,2,-2598.0,-347.0,1107.0
35,e3b,3643.0,2,-2609.0,-337.0,1110.0
36,e3b,3643.0,2,-2607.0,-332.0,1123.0
37,e3b,3643.0,2,-2593.0,-339.0,1129.0
38,e3c,3644.0,2,-2593.0,-324.0,1141.0
39,e3c,3644.0,2,-2598.0,-313.0,1149.0
40,e3c,3644.0,2,-2596.0,-314.0,1146.0
41,e3c,3644.0,2,-2597.0,-312.0,1151.0
42,e3c,3644.0,2,-2594.0,-310.0,1147.0
43,e3c,3644.0,2,-2579.0,-308.0,1147.0
44,e3c,3644.0,2,-2583.0,-306.0,1155.0
45,e3c,3644.0,2,-2585.0,-305.0,1155.0
46,e3c,3644.0,2,-2572.0,-298.0,1137.0
47,e3c,3644.0,2,-2565.0,-265.0,1114.0
48,e3c,3644.0,2,-2561.0,-253.0,1118.0
49,e3c,3644.0,2,-2546.0,-265.0,1108.0
50,e3c,3644.0,2,-2546.0,-266.0,1105.0
51,e3c,3644.0,2,-2550.0,-251.0,1107.0
52,e3c,3644.0,2,-2543.0,-259.0,1119.0
53,e3c,3644.0,2,-2551.0,-252.0,1105.0
54,e3c,3644.0,2,-2556.0,-251.0,1106.0
55,e3c,3644.0,2,-2554.0,-258.0,1109.0
56,e3c,3644.0,2,-2558.0,-255.0,1107.0
57,e3c,3644.0,2,-2562.0,-252.0,1110.0
58,e3d,3645.0,2,-2567.0,-271.0,1118.0
59,e3d,3645.0,2,-2590.0,-261.0,1122.0
60,e3d,3645.0,2,-2604.0,-245.0,1116.0
61,e3d,3645.0,2,-2603.0,-243.0,1099.0
62,e3d,3645.0,2,-2600.0,-241.0,1087.0
63,e3d,3645.0,2,-2597.0,-243.0,1076.0
64,e3d,3645.0,2,-2598.0,-252.0,1078.0
65,e3d,3645.0,2,-2609.0,-259.0,1070.0
66,e3d,3645.0,2,-2612.0,-264.0,1056.0
67,e3d,3645.0,2,-2610.0,-279.0,1060.0
68,e3d,3645.0,2,-2611.0,-282.0,1056.0
69,e3d,3645.0,2,-2616.0,-276.0,1053.0
70,e3d,3645.0,2,-2615.0,-285.0,1047.0
71,e3d,3645.0,2,-2626.0,-279.0,1041.0
72,e3d,3645.0,2,-2631.0,-271.0,1031.0
73,e3d,3645.0,2,-2634.0,-274.0,1018.0
74,e3d,3645.0,2,-2638.0,-261.0,1006.0
75,e3d,3645.0,2,-2631.0,-254.0,995.0
76,e3d,3645.0,2,-2630.0,-255.0,994.0
77,e3d,3645.0,2,-2642.0,-246.0,989.0
78,e3d,3645.0,2,-2646.0,-240.0,987.0
79,e3e,3646.0,2,-2642.0,-247.0,980.0
80,e3e,3646.0,2,-2653.0,-239.0,970.0
81,e3e,3646.0,2,-2654.0,-243.0,972.0
82,e3e,3646.0,2,-2649.0,-246.0,971.0
83,e3e,3646.0,2,-2654.0,-242.0,975.0
84,e3e,3646.0,2,-2662.0,-235.0,973.0
85,e3e,3646.0,2,-2661.0,-243.0,972.0
86,e3e,3646.0,2,-2676.0,-245.0,962.0
87,e3e,3646.0,2,-2681.0,-250.0,966.0
88,e3e,3646.0,2,-2680.0,-256.0,964.0
89,e3e,3646.0,2,-2682.0,-251.0,963.0
90,e3e,3646.0,2,-2678.0,-248.0,961.0
91,e3e,3646.0,2,-2668.0,-253.0,965.0
92,e3e,3646.0,2,-2681.0,-251.0,967.0
93,e3e,3646.0,2,-2694.0,-249.0,972.0
94,e3e,3646.0,2,-2689.0,-254.0,971.0
95,e3e,3646.0,2,-2690.0,-253.0,964.0
96,e3e,3646.0,2,-2697.0,-251.0,956.0
97,e3e,3646.0,2,-2690.0,-260.0,951.0
98,e3e,3646.0,2,-2693.0,-260.0,953.0
99,e3f,3647.0,2,-2690.0,-259.0,946.0
100,e3f,3647.0,2,-2682.0,-263.0,950.0
101,e3f,3647.0,2,-2685.0,-255.0,947.0
102,e3f,3647.0,2,-2682.0,-251.0,944.0
103,e3f,3647.0,2,-2678.0,-251.0,939.0
