,reset_hex,reset,resolution,x,y,z
0,5bd,1469.0,3,-2480.0,1522.0,668.0
1,5bd,1469.0,3,4007.0,-4776.0,3542.0
2,5bd,1469.0,3,4000.0,-4769.0,3528.0
3,5bd,1469.0,3,4009.0,-4767.0,3533.0
4,5bd,1469.0,3,4003.0,-4760.0,3517.0
5,5bd,1469.0,3,4012.0,-4758.0,3523.0
6,5bd,1469.0,3,4005.0,-4750.0,3507.0
7,5bd,1469.0,3,4014.0,-4749.0,3512.0
8,5bd,1469.0,3,4008.0,-4741.0,3497.0
9,5bd,1469.0,3,4017.0,-4740.0,3502.0
10,5bd,1469.0,3,4018.0,-4736.0,3495.0
11,5bd,1469.0,3,4012.0,-4729.0,3479.0
12,5bd,1469.0,3,4021.0,-4727.0,3484.0
13,5bd,1469.0,3,4014.0,-4720.0,3468.0
14,5bd,1469.0,3,4023.0,-4718.0,3473.0
15,5bd,1469.0,3,4017.0,-4711.0,3457.0
16,5bd,1469.0,3,4026.0,-4709.0,3462.0
17,5bd,1469.0,3,4020.0,-4702.0,3446.0
18,5bd,1469.0,3,4028.0,-4700.0,3451.0
19,5be,1470.0,3,4029.0,-4696.0,3445.0
20,5be,1470.0,3,4022.0,-4689.0,3430.0
21,5be,1470.0,3,4031.0,-4687.0,3435.0
22,5be,1470.0,3,4025.0,-4680.0,3419.0
23,5be,1470.0,3,4033.0,-4679.0,3424.0
24,5be,1470.0,3,4026.0,-4672.0,3409.0
25,5be,1470.0,3,4035.0,-4671.0,3413.0
26,5be,1470.0,3,4028.0,-4664.0,3398.0
27,5be,1470.0,3,4037.0,-4663.0,3403.0
28,5be,1470.0,3,4038.0,-4660.0,3396.0
29,5be,1470.0,3,4031.0,-4653.0,3381.0
30,5be,1470.0,3,4039.0,-4651.0,3386.0
31,5be,1470.0,3,4032.0,-4645.0,3371.0
32,5be,1470.0,3,4040.0,-4644.0,3375.0
33,5be,1470.0,3,4033.0,-4638.0,3361.0
34,5be,1470.0,3,4041.0,-4637.0,3366.0
35,5be,1470.0,3,4033.0,-4631.0,3351.0
36,5be,1470.0,3,4041.0,-4630.0,3356.0
37,5be,1470.0,3,4042.0,-4627.0,3351.0
38,5be,1470.0,3,4034.0,-4620.0,3337.0
39,5be,1470.0,3,4042.0,-4619.0,3342.0
40,5bf,1471.0,3,4035.0,-4613.0,3327.0
41,5bf,1471.0,3,4043.0,-4612.0,3332.0
42,5bf,1471.0,3,4036.0,-4605.0,3318.0
43,5bf,1471.0,3,4044.0,-4604.0,3324.0
44,5bf,1471.0,3,4036.0,-4597.0,3310.0
45,5bf,1471.0,3,4045.0,-4596.0,3314.0
46,5bf,1471.0,3,4038.0,-4588.0,3299.0
47,5bf,1471.0,3,4047.0,-4587.0,3304.0
48,5bf,1471.0,3,4047.0,-4583.0,3298.0
49,5bf,1471.0,3,4040.0,-4576.0,3283.0
50,5bf,1471.0,3,4050.0,-4574.0,3287.0
51,5bf,1471.0,3,4042.0,-4566.0,3272.0
52,5bf,1471.0,3,4051.0,-4564.0,3277.0
53,5bf,1471.0,3,4044.0,-4557.0,3262.0
54,5bf,1471.0,3,4053.0,-4555.0,3267.0
55,5bf,1471.0,3,4045.0,-4548.0,3253.0
56,5bf,1471.0,3,4054.0,-4547.0,3257.0
57,5bf,1471.0,3,4054.0,-4543.0,3252.0
58,5bf,1471.0,3,4046.0,-4536.0,3238.0
59,5bf,1471.0,3,4055.0,-4534.0,3243.0
60,5c0,1472.0,3,4048.0,-4527.0,3228.0
61,5c0,1472.0,3,4056.0,-4525.0,3233.0
62,5c0,1472.0,3,4048.0,-4518.0,3218.0
63,5c0,1472.0,3,4057.0,-4516.0,3223.0
64,5c0,1472.0,3,4048.0,-4510.0,3210.0
65,5c0,1472.0,3,4056.0,-4509.0,3215.0
66,5c0,1472.0,3,4048.0,-4502.0,3202.0
67,5c0,1472.0,3,4056.0,-4500.0,3208.0
68,5c0,1472.0,3,4056.0,-4496.0,3204.0
69,5c0,1472.0,3,4048.0,-4489.0,3192.0
70,5c0,1472.0,3,4055.0,-4487.0,3199.0
