,reset_hex,reset,resolution,x,y,z
0,b46,2886.0,2,-1240.0,-562.0,1450.0
1,b46,2886.0,2,-1247.0,-560.0,1441.0
2,b46,2886.0,2,-1252.0,-604.0,1462.0
3,b46,2886.0,2,-1262.0,-553.0,1441.0
4,b46,2886.0,2,-1291.0,-615.0,1413.0
5,b46,2886.0,2,-1269.0,-647.0,1404.0
6,b47,2887.0,2,-1262.0,-670.0,1407.0
7,b47,2887.0,2,-1282.0,-687.0,1395.0
8,b47,2887.0,2,-1296.0,-677.0,1392.0
9,b47,2887.0,2,-1307.0,-647.0,1402.0
10,b47,2887.0,2,-1279.0,-542.0,1441.0
11,b47,2887.0,2,-1286.0,-494.0,1467.0
12,b47,2887.0,2,-1309.0,-520.0,1467.0
13,b47,2887.0,2,-1380.0,-566.0,1440.0
14,b47,2887.0,2,-1294.0,-496.0,1470.0
15,b47,2887.0,2,-1217.0,-495.0,1516.0
16,b47,2887.0,2,-1289.0,-419.0,1465.0
17,b47,2887.0,2,-1304.0,-397.0,1491.0
18,b47,2887.0,2,-1315.0,-433.0,1501.0
19,b47,2887.0,2,-1225.0,-444.0,1519.0
20,b47,2887.0,2,-1205.0,-490.0,1536.0
21,b47,2887.0,2,-1253.0,-454.0,1510.0
22,b47,2887.0,2,-1298.0,-424.0,1523.0
23,b47,2887.0,2,-1161.0,-447.0,1585.0
24,b47,2887.0,2,-996.0,-439.0,1578.0
25,b47,2887.0,2,-993.0,-443.0,1615.0
26,b48,2888.0,2,-1075.0,-329.0,1548.0
27,b48,2888.0,2,-955.0,-384.0,1622.0
28,b48,2888.0,2,-1027.0,-462.0,1589.0
29,b48,2888.0,2,-1075.0,-505.0,1573.0
30,b48,2888.0,2,-1058.0,-407.0,1571.0
31,b48,2888.0,2,-1159.0,-425.0,1539.0
32,b48,2888.0,2,-1117.0,-312.0,1585.0
33,b48,2888.0,2,-1131.0,-350.0,1575.0
34,b48,2888.0,2,-1148.0,-419.0,1603.0
35,b48,2888.0,2,-1140.0,-365.0,1586.0
36,b48,2888.0,2,-1107.0,-385.0,1589.0
37,b48,2888.0,2,-1136.0,-452.0,1610.0
38,b48,2888.0,2,-1100.0,-515.0,1632.0
39,b48,2888.0,2,-1095.0,-493.0,1565.0
40,b48,2888.0,2,-1144.0,-432.0,1613.0
41,b48,2888.0,2,-1120.0,-431.0,1538.0
42,b48,2888.0,2,-1098.0,-439.0,1551.0
43,b48,2888.0,2,-1094.0,-506.0,1592.0
44,b48,2888.0,2,-1133.0,-464.0,1562.0
45,b48,2888.0,2,-1063.0,-459.0,1508.0
46,b48,2888.0,2,-1060.0,-480.0,1542.0
47,b49,2889.0,2,-1043.0,-566.0,1625.0
