,reset_hex,reset,resolution,x,y,z
0,05f,95.0,2,-4913.0,223.0,-523.0
1,05f,95.0,2,2247.0,-9558.0,4466.0
2,05f,95.0,2,2309.0,-9604.0,4533.0
3,05f,95.0,2,2231.0,-9553.0,4529.0
4,05f,95.0,2,2050.0,-9874.0,4389.0
5,05f,95.0,2,2350.0,-9842.0,4318.0
6,05f,95.0,2,2565.0,-9735.0,4218.0
7,05f,95.0,2,2576.0,-9716.0,4016.0
8,05f,95.0,2,2547.0,-9728.0,4148.0
9,05f,95.0,2,2528.0,-9709.0,4198.0
10,05f,95.0,2,2559.0,-9648.0,4285.0
11,05f,95.0,2,2514.0,-9756.0,4129.0
12,060,96.0,2,2634.0,-9711.0,3902.0
13,060,96.0,2,2567.0,-9660.0,3885.0
14,060,96.0,2,2817.0,-9302.0,4070.0
15,060,96.0,2,2121.0,-9430.0,3908.0
16,060,96.0,2,1954.0,-9176.0,4506.0
17,060,96.0,2,2105.0,-9336.0,4344.0
18,060,96.0,2,2258.0,-9681.0,3841.0
19,060,96.0,2,2051.0,-9760.0,4003.0
20,060,96.0,2,1794.0,-9646.0,4479.0
21,060,96.0,2,1814.0,-9565.0,4799.0
22,060,96.0,2,1647.0,-9738.0,4528.0
23,060,96.0,2,1790.0,-9768.0,4401.0
24,060,96.0,2,1910.0,-9734.0,4163.0
25,060,96.0,2,1688.0,-9709.0,4215.0
26,060,96.0,2,1426.0,-9796.0,4257.0
27,060,96.0,2,1464.0,-9978.0,4126.0
28,060,96.0,2,2160.0,-9946.0,3665.0
29,060,96.0,2,2846.0,-9501.0,3566.0
30,060,96.0,2,2269.0,-9667.0,3676.0
31,060,96.0,2,1959.0,-9622.0,3885.0
32,060,96.0,2,1640.0,-9409.0,3912.0
33,061,97.0,2,1608.0,-9320.0,3636.0
34,061,97.0,2,1538.0,-9221.0,3554.0
35,061,97.0,2,1330.0,-9181.0,3471.0
36,061,97.0,2,1217.0,-9151.0,3602.0
37,061,97.0,2,1108.0,-9069.0,3543.0
38,061,97.0,2,1075.0,-8952.0,3579.0
39,061,97.0,2,990.0,-8745.0,3986.0
40,061,97.0,2,996.0,-8774.0,3989.0
41,061,97.0,2,1090.0,-8896.0,3846.0
42,061,97.0,2,1039.0,-8838.0,3856.0
43,061,97.0,2,1035.0,-8712.0,4256.0
44,061,97.0,2,1197.0,-8718.0,4215.0
45,061,97.0,2,1126.0,-8701.0,4219.0
46,061,97.0,2,890.0,-8524.0,4299.0
