,reset_hex,reset,resolution,x,y,z
0,d70,3440.0,2,2514.0,84.0,-62.0
1,d70,3440.0,2,111.0,3338.0,-747.0
2,d70,3440.0,2,96.0,3353.0,-707.0
3,d70,3440.0,2,91.0,3327.0,-789.0
4,d70,3440.0,2,81.0,3333.0,-808.0
5,d70,3440.0,2,48.0,3320.0,-836.0
6,d70,3440.0,2,34.0,3296.0,-877.0
7,d70,3440.0,2,-9.0,3287.0,-913.0
8,d70,3440.0,2,-10.0,3309.0,-866.0
9,d70,3440.0,2,-64.0,3315.0,-828.0
10,d70,3440.0,2,-37.0,3339.0,-827.0
11,d70,3440.0,2,-44.0,3375.0,-772.0
12,d70,3440.0,2,-63.0,3379.0,-737.0
13,d70,3440.0,2,-29.0,3374.0,-766.0
14,d70,3440.0,2,-30.0,3369.0,-763.0
15,d70,3440.0,2,12.0,3357.0,-766.0
16,d70,3440.0,2,19.0,3345.0,-792.0
17,d71,3441.0,2,5.0,3350.0,-797.0
18,d71,3441.0,2,27.0,3338.0,-819.0
19,d71,3441.0,2,40.0,3344.0,-823.0
20,d71,3441.0,2,9.0,3351.0,-772.0
21,d71,3441.0,2,17.0,3372.0,-766.0
22,d71,3441.0,2,38.0,3353.0,-836.0
23,d71,3441.0,2,49.0,3316.0,-930.0
24,d71,3441.0,2,42.0,3326.0,-862.0
25,d71,3441.0,2,32.0,3349.0,-836.0
26,d71,3441.0,2,99.0,3298.0,-958.0
27,d71,3441.0,2,72.0,3316.0,-906.0
28,d71,3441.0,2,92.0,3326.0,-863.0
29,d71,3441.0,2,49.0,3333.0,-876.0
30,d71,3441.0,2,68.0,3320.0,-940.0
31,d71,3441.0,2,101.0,3285.0,-980.0
32,d71,3441.0,2,66.0,3299.0,-895.0
33,d71,3441.0,2,42.0,3312.0,-858.0
34,d71,3441.0,2,24.0,3317.0,-838.0
35,d71,3441.0,2,4.0,3326.0,-848.0
36,d71,3441.0,2,-123.0,3331.0,-815.0
37,d72,3442.0,2,-142.0,3344.0,-820.0
38,d72,3442.0,2,-299.0,3327.0,-821.0
39,d72,3442.0,2,-444.0,3308.0,-953.0
40,d72,3442.0,2,-238.0,3327.0,-999.0
41,d72,3442.0,2,-266.0,3350.0,-939.0
42,d72,3442.0,2,-287.0,3362.0,-947.0
43,d72,3442.0,2,-121.0,3348.0,-961.0
44,d72,3442.0,2,-28.0,3336.0,-963.0
45,d72,3442.0,2,160.0,3319.0,-902.0
46,d72,3442.0,2,205.0,3307.0,-908.0
47,d72,3442.0,2,125.0,3319.0,-881.0
48,d72,3442.0,2,-196.0,3358.0,-769.0
49,d72,3442.0,2,-178.0,3370.0,-715.0
50,d72,3442.0,2,-171.0,3364.0,-783.0
51,d72,3442.0,2,-104.0,3344.0,-808.0
52,d72,3442.0,2,-42.0,3354.0,-808.0
53,d72,3442.0,2,45.0,3350.0,-813.0
54,d72,3442.0,2,31.0,3359.0,-761.0
55,d72,3442.0,2,-4.0,3348.0,-777.0
56,d72,3442.0,2,12.0,3296.0,-807.0
57,d72,3442.0,2,78.0,3299.0,-765.0
58,d73,3443.0,2,71.0,3285.0,-797.0
59,d73,3443.0,2,53.0,3268.0,-823.0
60,d73,3443.0,2,68.0,3291.0,-774.0
61,d73,3443.0,2,21.0,3256.0,-928.0
62,d73,3443.0,2,78.0,3278.0,-805.0
63,d73,3443.0,2,183.0,3328.0,-604.0
64,d73,3443.0,2,218.0,3314.0,-584.0
65,d73,3443.0,2,206.0,3311.0,-598.0
66,d73,3443.0,2,153.0,3316.0,-674.0
67,d73,3443.0,2,68.0,3312.0,-746.0
68,d73,3443.0,2,-42.0,3332.0,-858.0
69,d73,3443.0,2,-45.0,3356.0,-847.0
70,d73,3443.0,2,-95.0,3359.0,-906.0
71,d73,3443.0,2,-49.0,3371.0,-838.0
72,d73,3443.0,2,34.0,3361.0,-801.0
73,d73,3443.0,2,1.0,3361.0,-804.0
74,d73,3443.0,2,-87.0,3370.0,-823.0
75,d73,3443.0,2,-95.0,3377.0,-812.0
76,d73,3443.0,2,-26.0,3372.0,-803.0
77,d73,3443.0,2,-19.0,3350.0,-859.0
78,d74,3444.0,2,16.0,3382.0,-739.0
79,d74,3444.0,2,4.0,3347.0,-840.0
80,d74,3444.0,2,-9.0,3353.0,-853.0
81,d74,3444.0,2,-34.0,3336.0,-911.0
82,d74,3444.0,2,-18.0,3338.0,-834.0
83,d74,3444.0,2,-78.0,3348.0,-748.0
84,d74,3444.0,2,-72.0,3348.0,-765.0
85,d74,3444.0,2,-26.0,3314.0,-769.0
86,d74,3444.0,2,-154.0,3348.0,-722.0
87,d74,3444.0,2,-135.0,3336.0,-780.0
88,d74,3444.0,2,-125.0,3321.0,-797.0
89,d74,3444.0,2,-99.0,3311.0,-821.0
90,d74,3444.0,2,-128.0,3330.0,-796.0
91,d74,3444.0,2,-150.0,3338.0,-730.0
92,d74,3444.0,2,-92.0,3363.0,-601.0
93,d74,3444.0,2,-69.0,3388.0,-481.0
94,d74,3444.0,2,-19.0,3390.0,-497.0
95,d74,3444.0,2,37.0,3355.0,-648.0
96,d74,3444.0,2,-5.0,3336.0,-676.0
97,d74,3444.0,2,-75.0,3329.0,-672.0
98,d74,3444.0,2,-74.0,3342.0,-749.0
99,d75,3445.0,2,-106.0,3353.0,-695.0
100,d75,3445.0,2,-154.0,3349.0,-698.0
101,d75,3445.0,2,-141.0,3341.0,-692.0
102,d75,3445.0,2,-146.0,3382.0,-573.0
103,d75,3445.0,2,-118.0,3351.0,-624.0
104,d75,3445.0,2,-161.0,3345.0,-693.0
105,d75,3445.0,2,-153.0,3341.0,-664.0
106,d75,3445.0,2,-126.0,3338.0,-733.0
107,d75,3445.0,2,-117.0,3342.0,-718.0
108,d75,3445.0,2,-95.0,3318.0,-818.0
109,d75,3445.0,2,-126.0,3298.0,-877.0
110,d75,3445.0,2,-71.0,3311.0,-860.0
111,d75,3445.0,2,-45.0,3312.0,-889.0
112,d75,3445.0,2,-20.0,3288.0,-958.0
113,d75,3445.0,2,-15.0,3279.0,-897.0
114,d75,3445.0,2,-24.0,3265.0,-958.0
115,d75,3445.0,2,-20.0,3260.0,-992.0
116,d75,3445.0,2,24.0,3268.0,-921.0
117,d75,3445.0,2,62.0,3240.0,-951.0
118,d75,3445.0,2,22.0,3260.0,-946.0
119,d76,3446.0,2,-67.0,3273.0,-946.0
120,d76,3446.0,2,31.0,3257.0,-909.0
121,d76,3446.0,2,66.0,3240.0,-851.0
122,d76,3446.0,2,55.0,3258.0,-865.0
