,reset_hex,reset,resolution,x,y,z
0,097,151.0,2,2667.0,1235.0,-396.0
1,097,151.0,2,-3555.0,-4393.0,-235.0
2,097,151.0,2,-4425.0,-2793.0,-1027.0
3,097,151.0,2,-5121.0,-1478.0,-1194.0
4,097,151.0,2,-3177.0,-1886.0,-289.0
5,097,151.0,2,-4444.0,-1133.0,-902.0
6,097,151.0,2,-5029.0,-1887.0,-634.0
7,097,151.0,2,-5216.0,-3564.0,319.0
8,097,151.0,2,-4365.0,-2276.0,-710.0
9,097,151.0,2,-2473.0,-1758.0,-203.0
10,098,152.0,2,-3710.0,-2557.0,-34.0
11,098,152.0,2,-4718.0,-3327.0,-1033.0
12,098,152.0,2,-4524.0,-4849.0,-2113.0
13,098,152.0,2,-4997.0,-2867.0,-1996.0
14,098,152.0,2,-4817.0,-2439.0,-889.0
15,098,152.0,2,-5715.0,-4318.0,-2248.0
16,098,152.0,2,-4998.0,-3312.0,-1601.0
17,098,152.0,2,-4442.0,-2873.0,-939.0
18,098,152.0,2,-3502.0,-2934.0,-431.0
19,098,152.0,2,-4983.0,-3128.0,-69.0
20,098,152.0,2,-4955.0,-2335.0,-1824.0
21,098,152.0,2,-4363.0,-3259.0,-1154.0
22,098,152.0,2,-5170.0,-3956.0,-1861.0
23,098,152.0,2,-4981.0,-3793.0,-2304.0
24,098,152.0,2,-4658.0,-3111.0,-1723.0
25,098,152.0,2,-4869.0,-1811.0,-1868.0
26,098,152.0,2,-5269.0,-1889.0,-2037.0
27,098,152.0,2,-5377.0,-1972.0,-1862.0
28,098,152.0,2,-4507.0,-1924.0,-1836.0
29,098,152.0,2,-5167.0,-1574.0,-3010.0
30,098,152.0,2,-3940.0,-653.0,-2355.0
31,099,153.0,2,-4154.0,-173.0,-1683.0
32,099,153.0,2,-4457.0,-1251.0,-1524.0
33,099,153.0,2,-5203.0,-2919.0,-382.0
34,099,153.0,2,-4534.0,-3196.0,149.0
35,099,153.0,2,-3178.0,-2990.0,-430.0
36,099,153.0,2,-3321.0,-3093.0,-857.0
37,099,153.0,2,-3599.0,-3447.0,-991.0
38,099,153.0,2,-4443.0,-3603.0,-1562.0
39,099,153.0,2,-4582.0,-1976.0,-1675.0
40,099,153.0,2,-5862.0,-2941.0,-1946.0
41,099,153.0,2,-4383.0,-2691.0,-1806.0
42,099,153.0,2,-3773.0,-2381.0,-2256.0
43,099,153.0,2,-1739.0,-1232.0,-647.0
44,099,153.0,2,-3837.0,-2059.0,-1639.0
45,099,153.0,2,-4791.0,-2914.0,-950.0
46,099,153.0,2,-4930.0,-2716.0,-1613.0
47,099,153.0,2,-5532.0,-2608.0,-1477.0
48,099,153.0,2,-5059.0,-1836.0,-860.0
49,099,153.0,2,-6129.0,-1440.0,-682.0
50,099,153.0,2,-6713.0,146.0,977.0
51,099,153.0,2,-7355.0,-382.0,5943.0
52,09a,154.0,2,-8567.0,-1597.0,8673.0
53,09a,154.0,2,-7910.0,-179.0,-5903.0
54,09a,154.0,2,-3689.0,474.0,-3001.0
55,09a,154.0,2,-787.0,110.0,-1510.0
56,09a,154.0,2,-6672.0,1472.0,-1314.0
57,09a,154.0,2,-6159.0,154.0,-1301.0
58,09a,154.0,2,-6723.0,-1326.0,-2275.0
59,09a,154.0,2,-6370.0,-187.0,-2257.0
60,09a,154.0,2,-5820.0,549.0,-1813.0
61,09a,154.0,2,-5805.0,35.0,-1969.0
62,09a,154.0,2,-6082.0,-2295.0,-3580.0
63,09a,154.0,2,-5445.0,-2543.0,-3261.0
64,09a,154.0,2,-5286.0,-3400.0,-3553.0
65,09a,154.0,2,-5108.0,-3685.0,-3379.0
66,09a,154.0,2,-5427.0,-3328.0,-3297.0
67,09a,154.0,2,-5447.0,-3355.0,-3252.0
68,09a,154.0,2,-5408.0,-3780.0,-3345.0
69,09a,154.0,2,-5427.0,-3429.0,-2944.0
70,09a,154.0,2,-5323.0,-3608.0,-3074.0
71,09a,154.0,2,-5640.0,-3176.0,-3185.0
72,09b,155.0,2,-5752.0,-3096.0,-3194.0
73,09b,155.0,2,-5775.0,-3293.0,-2845.0
74,09b,155.0,2,-5823.0,-2851.0,-2832.0
75,09b,155.0,2,-6108.0,-2773.0,-2401.0
76,09b,155.0,2,-6025.0,-2743.0,-2389.0
77,09b,155.0,2,-5861.0,-3033.0,-1993.0
78,09b,155.0,2,-5784.0,-2878.0,-2101.0
79,09b,155.0,2,-5384.0,-3650.0,-2912.0
80,09b,155.0,2,-5515.0,-4107.0,-2109.0
81,09b,155.0,2,-5529.0,-3287.0,-1824.0
82,09b,155.0,2,-5538.0,-2574.0,-2220.0
83,09b,155.0,2,-5467.0,-2392.0,-2653.0
84,09b,155.0,2,-5412.0,-2920.0,-1698.0
85,09b,155.0,2,-5451.0,-2947.0,-1529.0
86,09b,155.0,2,-4912.0,-4478.0,-627.0
87,09b,155.0,2,-5453.0,-3429.0,-1742.0
88,09b,155.0,2,-5036.0,-3178.0,-2412.0
89,09b,155.0,2,-5468.0,-2583.0,-1655.0
90,09b,155.0,2,-5419.0,-3208.0,-1379.0
91,09b,155.0,2,-5761.0,-2987.0,-1182.0
92,09b,155.0,2,-5165.0,-3847.0,-683.0
93,09c,156.0,2,-5104.0,-3017.0,-1408.0
94,09c,156.0,2,-5641.0,-2839.0,-2071.0
95,09c,156.0,2,-5946.0,-1556.0,-2915.0
96,09c,156.0,2,-5675.0,-1193.0,-2860.0
97,09c,156.0,2,-5302.0,-2167.0,-3023.0
98,09c,156.0,2,-5597.0,-2720.0,-2909.0
99,09c,156.0,2,-5959.0,-2170.0,-2427.0
100,09c,156.0,2,-5838.0,-2017.0,-2081.0
101,09c,156.0,2,-5736.0,-1319.0,-2344.0
102,09c,156.0,2,-5884.0,32.0,-2225.0
103,09c,156.0,2,-5973.0,-237.0,-1817.0
104,09c,156.0,2,-6366.0,-1110.0,-1521.0
105,09c,156.0,2,-6630.0,-553.0,-1906.0
106,09c,156.0,2,-6231.0,-784.0,-2135.0
107,09c,156.0,2,-6246.0,-996.0,-2480.0
108,09c,156.0,2,-6435.0,-1638.0,-1908.0
109,09c,156.0,2,-6261.0,-2017.0,-2109.0
110,09c,156.0,2,-6195.0,-2075.0,-2020.0
111,09c,156.0,2,-6173.0,-2237.0,-2223.0
112,09c,156.0,2,-6657.0,-2283.0,-2789.0
113,09d,157.0,2,-5819.0,-1268.0,-2370.0
114,09d,157.0,2,-6131.0,-1191.0,-3115.0
115,09d,157.0,2,-5760.0,-568.0,-3113.0
116,09d,157.0,2,-5930.0,-260.0,-3168.0
117,09d,157.0,2,-5910.0,215.0,-3882.0
118,09d,157.0,2,-6217.0,-615.0,-3280.0
119,09d,157.0,2,-6095.0,-2041.0,-2644.0
120,09d,157.0,2,-5665.0,-1626.0,-2843.0
121,09d,157.0,2,-6129.0,-1200.0,-2999.0
122,09d,157.0,2,-5683.0,-2150.0,-1822.0
123,09d,157.0,2,-5762.0,-449.0,-2952.0
124,09d,157.0,2,-5840.0,-548.0,-2952.0
125,09d,157.0,2,-5991.0,-2472.0,-2145.0
126,09d,157.0,2,-6276.0,-3646.0,-1784.0
127,09d,157.0,2,-6704.0,-3449.0,-1378.0
