,reset_hex,reset,resolution,x,y,z
0,63a,1594.0,2,-1087.0,1558.0,833.0
1,63a,1594.0,2,-519.0,-7016.0,1469.0
2,63a,1594.0,2,-523.0,-7021.0,1479.0
3,63a,1594.0,2,-530.0,-7021.0,1473.0
4,63a,1594.0,2,-537.0,-7014.0,1462.0
5,63a,1594.0,2,-542.0,-7000.0,1459.0
6,63a,1594.0,2,-534.0,-7002.0,1480.0
7,63a,1594.0,2,-520.0,-7004.0,1487.0
8,63a,1594.0,2,-515.0,-7008.0,1475.0
9,63a,1594.0,2,-505.0,-6999.0,1474.0
10,63a,1594.0,2,-505.0,-6996.0,1474.0
11,63a,1594.0,2,-509.0,-7007.0,1479.0
12,63a,1594.0,2,-507.0,-7014.0,1479.0
13,63a,1594.0,2,-507.0,-7011.0,1476.0
14,63a,1594.0,2,-512.0,-7011.0,1477.0
15,63b,1595.0,2,-512.0,-7002.0,1463.0
16,63b,1595.0,2,-514.0,-7012.0,1468.0
17,63b,1595.0,2,-512.0,-7015.0,1468.0
18,63b,1595.0,2,-513.0,-7009.0,1474.0
19,63b,1595.0,2,-514.0,-6999.0,1483.0
20,63b,1595.0,2,-513.0,-6994.0,1493.0
21,63b,1595.0,2,-517.0,-7001.0,1506.0
22,63b,1595.0,2,-523.0,-7002.0,1502.0
23,63b,1595.0,2,-519.0,-7003.0,1505.0
24,63b,1595.0,2,-515.0,-7007.0,1505.0
25,63b,1595.0,2,-509.0,-7002.0,1497.0
26,63b,1595.0,2,-507.0,-7012.0,1506.0
27,63b,1595.0,2,-504.0,-7010.0,1520.0
28,63b,1595.0,2,-500.0,-7013.0,1526.0
29,63b,1595.0,2,-497.0,-7011.0,1523.0
30,63b,1595.0,2,-493.0,-7018.0,1529.0
31,63b,1595.0,2,-486.0,-7022.0,1535.0
32,63b,1595.0,2,-475.0,-7024.0,1538.0
33,63b,1595.0,2,-475.0,-7030.0,1525.0
34,63b,1595.0,2,-467.0,-7024.0,1512.0
35,63b,1595.0,2,-465.0,-7032.0,1525.0
36,63c,1596.0,2,-471.0,-7036.0,1528.0
