,reset_hex,reset,resolution,x,y,z
0,a03,2563.0,2,-1599.0,594.0,-685.0
1,a03,2563.0,2,2317.0,-5068.0,1925.0
2,a03,2563.0,2,2346.0,-5185.0,1811.0
3,a03,2563.0,2,2572.0,-5092.0,1993.0
4,a04,2564.0,2,2578.0,-4976.0,1913.0
5,a04,2564.0,2,2440.0,-5391.0,1736.0
6,a04,2564.0,2,2321.0,-5647.0,1781.0
7,a04,2564.0,2,2078.0,-5611.0,1958.0
8,a04,2564.0,2,1675.0,-5779.0,2238.0
9,a04,2564.0,2,1612.0,-5598.0,2184.0
10,a04,2564.0,2,1682.0,-5586.0,2157.0
11,a04,2564.0,2,2048.0,-5527.0,2265.0
12,a04,2564.0,2,2631.0,-5009.0,2022.0
13,a04,2564.0,2,2599.0,-4852.0,1962.0
14,a04,2564.0,2,2260.0,-5316.0,2168.0
15,a04,2564.0,2,2101.0,-5314.0,2166.0
16,a04,2564.0,2,1764.0,-5656.0,2138.0
17,a04,2564.0,2,2044.0,-5555.0,2289.0
18,a04,2564.0,2,2470.0,-5117.0,2115.0
19,a04,2564.0,2,2146.0,-5191.0,2118.0
20,a04,2564.0,2,2482.0,-4803.0,2265.0
21,a04,2564.0,2,2527.0,-5061.0,2352.0
22,a04,2564.0,2,2623.0,-5032.0,2269.0
23,a04,2564.0,2,2791.0,-4833.0,1540.0
24,a05,2565.0,2,2415.0,-5210.0,1611.0
25,a05,2565.0,2,2298.0,-5326.0,1644.0
26,a05,2565.0,2,2342.0,-5162.0,1795.0
27,a05,2565.0,2,2329.0,-5138.0,1930.0
28,a05,2565.0,2,2449.0,-5189.0,2045.0
29,a05,2565.0,2,2606.0,-4958.0,1948.0
30,a05,2565.0,2,2440.0,-4965.0,2099.0
31,a05,2565.0,2,2335.0,-4977.0,2106.0
32,a05,2565.0,2,3019.0,-4395.0,1531.0
33,a05,2565.0,2,2668.0,-4778.0,1920.0
34,a05,2565.0,2,2597.0,-5179.0,2264.0
35,a05,2565.0,2,2486.0,-5205.0,1833.0
36,a05,2565.0,2,2452.0,-5314.0,1516.0
37,a05,2565.0,2,2438.0,-5379.0,1786.0
38,a05,2565.0,2,2331.0,-5496.0,2001.0
39,a05,2565.0,2,2529.0,-5150.0,1701.0
40,a05,2565.0,2,2436.0,-4925.0,1884.0
41,a05,2565.0,2,2340.0,-5021.0,2059.0
42,a05,2565.0,2,2556.0,-5144.0,2449.0
43,a05,2565.0,2,2546.0,-5182.0,2390.0
44,a05,2565.0,2,2055.0,-5504.0,2725.0
45,a06,2566.0,2,2358.0,-5252.0,2364.0
46,a06,2566.0,2,2481.0,-4887.0,2144.0
47,a06,2566.0,2,2875.0,-4667.0,2084.0
48,a06,2566.0,2,2597.0,-4471.0,2168.0
