,reset_hex,reset,resolution,x,y,z
0,a9a,2714.0,2,-2101.0,4958.0,3019.0
1,a9a,2714.0,2,-3523.0,-2585.0,3118.0
2,a9a,2714.0,2,-3567.0,-2242.0,3252.0
3,a9a,2714.0,2,-3786.0,-2131.0,3397.0
4,a9a,2714.0,2,-3971.0,-2139.0,3453.0
5,a9b,2715.0,2,-3970.0,-2137.0,3446.0
6,a9b,2715.0,2,-3955.0,-2057.0,3517.0
7,a9b,2715.0,2,-3959.0,-2047.0,3460.0
8,a9b,2715.0,2,-3958.0,-2217.0,3403.0
9,a9b,2715.0,2,-3892.0,-2265.0,3367.0
10,a9b,2715.0,2,-3903.0,-2275.0,3433.0
11,a9b,2715.0,2,-3662.0,-2423.0,3382.0
12,a9b,2715.0,2,-3500.0,-2759.0,3329.0
13,a9b,2715.0,2,-3273.0,-2797.0,3257.0
14,a9b,2715.0,2,-3201.0,-2975.0,3296.0
15,a9b,2715.0,2,-3146.0,-3239.0,3450.0
16,a9b,2715.0,2,-3257.0,-3042.0,3469.0
17,a9b,2715.0,2,-3389.0,-2727.0,3433.0
18,a9b,2715.0,2,-3449.0,-2551.0,3453.0
19,a9b,2715.0,2,-3404.0,-2545.0,3623.0
20,a9b,2715.0,2,-3389.0,-2602.0,3552.0
21,a9b,2715.0,2,-3294.0,-2584.0,3512.0
22,a9b,2715.0,2,-3114.0,-2583.0,3635.0
23,a9b,2715.0,2,-3091.0,-2482.0,3789.0
24,a9b,2715.0,2,-3185.0,-2673.0,3801.0
25,a9c,2716.0,2,-3279.0,-2724.0,3597.0
26,a9c,2716.0,2,-3334.0,-2688.0,3449.0
27,a9c,2716.0,2,-3438.0,-2643.0,3342.0
28,a9c,2716.0,2,-3547.0,-2598.0,3145.0
29,a9c,2716.0,2,-3509.0,-2583.0,3298.0
30,a9c,2716.0,2,-3494.0,-2527.0,3448.0
31,a9c,2716.0,2,-3353.0,-2474.0,3584.0
32,a9c,2716.0,2,-3252.0,-2506.0,3831.0
33,a9c,2716.0,2,-3124.0,-2598.0,3835.0
34,a9c,2716.0,2,-2970.0,-2645.0,3971.0
35,a9c,2716.0,2,-2849.0,-2772.0,4080.0
36,a9c,2716.0,2,-2595.0,-2902.0,4220.0
37,a9c,2716.0,2,-2693.0,-2915.0,4123.0
38,a9c,2716.0,2,-2908.0,-2980.0,4055.0
39,a9c,2716.0,2,-2923.0,-2973.0,3923.0
40,a9c,2716.0,2,-3088.0,-2809.0,3786.0
41,a9c,2716.0,2,-3158.0,-2719.0,3605.0
42,a9c,2716.0,2,-3216.0,-2654.0,3330.0
43,a9c,2716.0,2,-3337.0,-2551.0,3220.0
44,a9c,2716.0,2,-3439.0,-2543.0,3144.0
45,a9c,2716.0,2,-3454.0,-2574.0,3034.0
46,a9d,2717.0,2,-3437.0,-2609.0,3076.0
47,a9d,2717.0,2,-3412.0,-2699.0,3153.0
48,a9d,2717.0,2,-3367.0,-2755.0,3156.0
49,a9d,2717.0,2,-3409.0,-2816.0,3115.0
50,a9d,2717.0,2,-3460.0,-2910.0,3072.0
51,a9d,2717.0,2,-3436.0,-3031.0,2997.0
52,a9d,2717.0,2,-3428.0,-2992.0,3046.0
53,a9d,2717.0,2,-3415.0,-2888.0,3343.0
54,a9d,2717.0,2,-3593.0,-2778.0,3392.0
55,a9d,2717.0,2,-3718.0,-2530.0,3309.0
56,a9d,2717.0,2,-3724.0,-2314.0,3203.0
57,a9d,2717.0,2,-3660.0,-2152.0,3153.0
58,a9d,2717.0,2,-3640.0,-2074.0,3174.0
59,a9d,2717.0,2,-3530.0,-2102.0,3156.0
60,a9d,2717.0,2,-3627.0,-1878.0,3112.0
61,a9d,2717.0,2,-3833.0,-1516.0,2879.0
62,a9d,2717.0,2,-3784.0,-1300.0,2989.0
63,a9d,2717.0,2,-3772.0,-1121.0,2884.0
64,a9d,2717.0,2,-3668.0,-1038.0,2841.0
65,a9d,2717.0,2,-3597.0,-1180.0,2946.0
66,a9d,2717.0,2,-3654.0,-1256.0,3118.0
67,a9e,2718.0,2,-3827.0,-1281.0,3245.0
68,a9e,2718.0,2,-3925.0,-1124.0,3110.0
69,a9e,2718.0,2,-3960.0,-973.0,3177.0
70,a9e,2718.0,2,-3902.0,-855.0,3227.0
71,a9e,2718.0,2,-3886.0,-717.0,3227.0
72,a9e,2718.0,2,-3910.0,-795.0,3306.0
73,a9e,2718.0,2,-3911.0,-945.0,3045.0
74,a9e,2718.0,2,-3912.0,-1033.0,2931.0
75,a9e,2718.0,2,-3887.0,-1092.0,2967.0
76,a9e,2718.0,2,-3717.0,-1141.0,3163.0
