,reset,resolution,x,y,z
0,614.0,2.0,-1394.0,63.0,166.0
1,614.0,2.0,-505.0,876.0,1137.0
2,614.0,2.0,-556.0,1047.0,1172.0
3,614.0,2.0,-490.0,976.0,1402.0
4,614.0,2.0,-685.0,794.0,1576.0
5,614.0,2.0,-1185.0,671.0,1410.0
6,614.0,2.0,-1274.0,1070.0,896.0
7,614.0,2.0,-904.0,1426.0,566.0
8,614.0,2.0,-575.0,1463.0,635.0
9,614.0,2.0,-508.0,1438.0,798.0
10,614.0,2.0,-544.0,1353.0,1097.0
11,614.0,2.0,-433.0,1280.0,1144.0
12,614.0,2.0,-375.0,1188.0,1161.0
13,614.0,2.0,-710.0,1107.0,1356.0
14,614.0,2.0,-1065.0,1103.0,1361.0
15,614.0,2.0,-1306.0,1004.0,1368.0
16,614.0,2.0,-1486.0,1135.0,993.0
17,614.0,2.0,-460.0,1445.0,279.0
18,615.0,2.0,-284.0,1112.0,691.0
19,615.0,2.0,-447.0,859.0,1073.0
20,615.0,2.0,-442.0,935.0,1167.0
21,615.0,2.0,-586.0,1077.0,1259.0
22,615.0,2.0,-862.0,899.0,1608.0
23,615.0,2.0,-1111.0,1155.0,1751.0
24,615.0,2.0,-900.0,1648.0,1385.0
25,615.0,2.0,-572.0,1632.0,1302.0
26,615.0,2.0,-456.0,1677.0,1483.0
27,615.0,2.0,-657.0,1599.0,1576.0
28,615.0,2.0,-1146.0,1658.0,1352.0
29,615.0,2.0,-1468.0,1992.0,808.0
30,615.0,2.0,-1007.0,1965.0,751.0
31,615.0,2.0,-424.0,1505.0,586.0
32,615.0,2.0,-224.0,866.0,958.0
33,615.0,2.0,-475.0,611.0,1342.0
34,615.0,2.0,-810.0,816.0,1267.0
35,615.0,2.0,-695.0,1138.0,1337.0
36,615.0,2.0,-510.0,1338.0,1547.0
37,615.0,2.0,-410.0,1277.0,1808.0
38,616.0,2.0,-694.0,1096.0,1941.0
39,616.0,2.0,-760.0,1404.0,1374.0
40,616.0,2.0,-1054.0,1363.0,963.0
41,616.0,2.0,-1439.0,1704.0,375.0
42,616.0,2.0,-989.0,2288.0,274.0
43,616.0,2.0,-617.0,2278.0,708.0
44,616.0,2.0,-573.0,1819.0,1520.0
45,616.0,2.0,-928.0,2073.0,1556.0
46,616.0,2.0,-826.0,2219.0,1565.0
